sl|npp|disti|xi|yi|repi|flpi
1|25-50-079-1-096T|-10|396744|6885322|1|H
1|25-50-079-1-106T|-15|386382|6854673|1|B
1|25-50-081-1-104T|-10|394756|6859187|1|B
1|25-52-242-1-084T|28|896280|6753666|1|B
2|25-53-095-1-124T|-22|416359|6785232|1|B
1|25-53-095-1-124T|-8|416372|6785236|1|C
1|25-53-098-1-111T|8|438245|6820756|1|B
1|25-53-100-1-122T|-4|433134|6785572|1|B
2|25-53-104-1-115T|27|452456|6802838|1|H
1|25-53-104-1-115T|3|452440|6802856|1|H
1|25-54-244-1-064T|-25|922976|6811937|1|H
1|25-54-247-1-058T|21|938030|6826161|1|H
1|25-56-045-1-136T|25|254294|6800540|1|B
1|25-56-051-1-150T|-6|258068|6752541|1|B
1|25-56-060-1-144T|24|290602|6760754|1|0
1|25-56-062-1-143T|15|297575|6762309|1|C
1|25-57-238-1-030T|30|940326|6919420|1|H
1|25-57-244-1-042T|10|945082|6877817|1|B
1|25-57-255-1-040T|13|979973|6872073|1|B
2|25-57-261-1-030T|-26|1008456|6896085|1|B
1|25-57-261-1-030T|-5|1008465|6896105|1|B
1|25-58-190-1-121T|4|703134|6696429|1|C
1|25-58-197-1-135T|27|709504|6648039|1|B
1|25-58-199-1-137T|15|713178|6639767|1|H
1|25-58-201-1-124T|12|733362|6675898|1|H
1|25-58-203-1-128T|17|734514|6662133|1|B
2|25-58-204-1-116T|-28|750151|6697626|1|B
1|25-58-204-1-116T|-11|750168|6697626|1|H
1|25-58-205-1-116T|-28|753186|6696331|1|B
1|25-58-205-1-141T|-5|727902|6621749|1|H
1|25-58-206-1-135T|-26|736503|6638390|1|H
1|25-58-213-1-124T|29|769251|6663913|1|B
1|25-59-165-1-014T|-19|737700|7042428|1|H
1|25-59-172-1-022T|19|750619|7011427|1|H
1|25-59-175-1-022T|18|759934|7007703|1|B
1|25-59-177-1-026T|9|761592|6994123|1|H
1|25-59-179-1-017T|-23|776308|7018697|1|H
1|25-59-179-1-025T|20|768510|6994684|1|H
1|25-60-139-1-061T|30|612617|6928105|1|B
1|25-60-143-1-066T|29|619169|6908769|1|0
1|25-61-090-1-103T|25|422496|6853051|1|H
1|25-61-093-1-102T|-9|432072|6853010|1|C
1|25-61-097-1-097T|26|449483|6863307|1|C
1|25-61-099-1-100T|-6|452343|6852179|1|B
2|25-61-099-1-107T|-19|445369|6831248|1|B
1|25-61-099-1-107T|-6|445370|6831235|1|B
1|25-61-103-1-102T|18|462662|6842531|2|B
1|25-61-105-1-096T|-13|474627|6858407|1|H
2|25-61-105-1-105T|4|465333|6831026|1|B
1|25-61-105-1-105T|-28|465301|6831024|1|B
1|25-61-106-1-103T|29|470864|6836475|1|B
2|25-61-112-1-098T|13|493140|6844980|1|H
1|25-61-112-1-098T|1|493129|6844984|1|C
1|25-61-114-1-091T|30|506299|6864079|1|C
1|25-61-128-1-106T|-3|533075|6804498|1|H
1|25-62-133-1-027T|-17|628800|7036056|1|B
1|25-62-135-1-020T|-16|642171|7054915|1|B
1|25-63-198-1-169T|-15|677403|6544735|1|H
2|25-63-199-1-164T|-11|685940|6558549|1|0
1|25-63-199-1-164T|10|685959|6558558|1|H
1|25-63-201-1-162T|17|693713|6563014|1|H
2|25-63-213-1-171T|-30|720731|6523186|1|0
1|25-63-213-1-171T|27|720759|6523236|1|H
1|25-63-213-1-185T|-22|705881|6481933|1|H
1|25-64-151-1-285T|-6|418758|6246796|1|C
1|25-64-154-1-276T|-27|437127|6269984|1|B
1|25-69-245-1-156T|-12|832058|6535525|1|C
1|25-69-252-1-170T|-29|837952|6487003|1|B
1|25-70-246-1-095T|-9|897476|6716616|1|H
1|25-71-213-1-138T|27|754008|6622253|1|H
1|25-71-214-1-139T|-26|756061|6617973|1|B
1|25-71-222-1-127T|18|792210|6645944|1|H
1|25-71-223-1-136T|30|786575|6618267|1|C
1|25-71-224-1-150T|13|775025|6575276|1|H
1|25-71-225-1-123T|-10|805498|6654638|1|H
1|25-71-225-1-138T|-14|789852|6609777|1|H
2|25-71-225-1-142T|22|785818|6597492|1|C
1|25-71-225-1-142T|-5|785798|6597510|1|H
1|25-71-231-1-149T|-13|796987|6570985|1|H
1|25-71-237-1-143T|23|820776|6582830|1|H
1|25-71-242-1-141T|-19|837896|6583925|1|H
1|25-72-110-1-122T|0|463102|6775892|1|C
1|25-72-110-1-126T|10|458593|6763906|1|A
1|25-72-112-1-114T|24|477249|6797733|1|H
1|25-72-115-1-118T|-20|481511|6781963|1|H
1|25-72-126-1-133T|23|499426|6726282|1|B
1|25-72-129-1-113T|9|528604|6783011|1|B
2|25-72-129-1-122T|19|519267|6755839|1|B
1|25-72-129-1-122T|-23|519250|6755878|1|B
2|25-74-277-1-149T|11|934613|6524223|1|0
1|25-74-277-1-149T|-15|934587|6524221|1|0
1|25-76-123-1-054T|-13|571196|6965570|1|C
1|25-76-128-1-055T|5|585189|6957357|1|B
1|25-76-131-1-063T|14|586516|6930760|1|0
1|25-77-170-1-064T|-26|701298|6887479|1|H
1|25-79-114-1-162T|-17|433547|6652033|1|B
1|25-79-119-1-175T|-23|435042|6607828|1|H
1|25-79-123-1-165T|17|457545|6633604|1|B
1|25-79-123-1-175T|1|447371|6604185|1|B
1|25-79-123-1-177T|-1|445759|6597907|1|B
1|25-79-126-1-175T|23|456919|6601223|1|B
2|25-80-129-1-043T|-21|601026|6992246|1|B
1|25-80-129-1-043T|1|601046|6992238|1|B
1|25-80-134-1-047T|29|611946|6975115|1|B
1|25-81-215-1-245T|-12|650656|6300258|1|H
1|25-83-311-1-232T|17|951168|6240622|1|B
1|25-84-279-1-219T|24|868486|6312354|1|0
1|25-85-086-1-178T|-20|333598|6633040|1|H
1|25-85-091-1-173T|16|354366|6642480|1|H
1|25-85-091-1-185T|17|341515|6606910|1|C
1|25-85-092-1-170T|-20|360051|6650566|1|B
1|25-85-096-1-168T|1|374252|6652191|1|H
1|25-85-096-1-179T|5|362685|6619392|1|C
2|25-85-098-1-179T|14|368683|6617175|1|B
1|25-85-098-1-179T|4|368673|6617176|1|B
1|25-85-099-1-178T|-7|372643|6619019|1|H
1|25-85-102-1-184T|-23|375903|6598331|1|B
1|25-85-105-1-172T|21|397116|6631277|1|H
1|25-85-105-1-177T|21|391484|6616505|1|B
1|25-85-106-1-181T|3|390062|6603784|1|B
1|25-85-107-1-166T|9|408478|6646726|1|C
1|25-85-114-1-179T|-17|416609|6600758|1|B
1|25-86-143-1-182T|24|500341|6562337|1|B
1|25-86-146-1-162T|7|529686|6619609|1|C
1|25-86-148-1-170T|29|527650|6592700|1|B
1|25-87-155-1-178T|27|540336|6562518|1|C
2|25-88-238-1-071T|22|898194|6797108|1|H
1|25-88-238-1-071T|10|898183|6797113|1|B
1|25-88-252-1-069T|-20|941857|6788718|1|H
1|25-89-190-1-114T|29|710741|6717857|1|H
1|25-89-193-1-108T|-10|725828|6731942|1|C
1|25-89-194-1-113T|-30|723648|6716153|1|H
1|25-91-161-1-081T|-24|657127|6845603|1|C
1|25-93-161-1-074T|-8|664494|6866489|1|A
1|25-95-154-1-073T|-29|644419|6876531|1|A
1|25-95-154-1-074T|-5|643868|6874466|1|0
1|25-01-246-1-151T|-23|839371|6550033|1|B
1|25-01-265-1-151T|-29|896755|6529645|1|B
1|25-02-173-1-028T|1|747383|6992402|1|H
1|25-03-189-1-158T|2|662620|6587111|1|H
1|25-03-210-1-157T|9|726302|6568880|1|C
1|25-03-219-1-149T|1|760904|6582834|1|H
1|25-04-292-1-212T|-17|914215|6320045|1|C
1|25-07-250-1-180T|-8|822199|6458947|1|C
1|25-08-190-1-029T|-6|797716|6971311|1|B
1|25-08-201-1-038T|29|821397|6932956|1|H
1|25-08-206-1-043T|5|830633|6913071|1|C
1|25-09-214-1-278T|25|613973|6202714|1|B
1|25-10-204-1-085T|-22|782203|6789682|1|C
1|25-11-238-1-260T|30|704378|6231931|1|H
1|25-11-239-1-268T|23|699034|6206926|1|B
1|25-12-213-1-208T|-1|682827|6413533|1|H
2|25-13-271-1-226T|14|837939|6300077|1|C
1|25-13-271-1-226T|-24|837910|6300103|1|C
1|25-13-278-1-228T|1|856671|6286992|1|H
1|25-14-090-1-100T|-4|425840|6861401|1|H
1|25-14-100-1-084T|-13|472204|6899373|1|C
1|25-14-110-1-082T|22|504133|6895083|1|0
1|25-15-209-1-200T|10|679393|6440579|1|B
1|25-16-143-1-191T|-12|491397|6535880|1|C
1|25-16-148-1-191T|-2|506247|6529935|1|0
1|25-16-154-1-184T|-30|530810|6544783|1|B
1|25-17-110-1-189T|23|393841|6574847|1|H
1|25-17-110-1-192T|-19|391174|6566525|1|B
1|25-17-114-1-197T|22|398451|6546887|1|C
2|25-17-117-1-199T|22|405395|6537992|1|B
1|25-17-117-1-199T|-4|405384|6537968|1|A
1|25-18-175-1-128T|5|651134|6690709|1|H
1|25-18-183-1-149T|10|653567|6619919|1|H
1|25-18-191-1-138T|-9|688739|6645229|1|C
2|25-19-181-1-202T|-25|593533|6463886|1|B
1|25-19-181-1-202T|-4|593536|6463866|1|B
2|25-19-186-1-195T|-18|615459|6479748|1|C
1|25-19-186-1-195T|-2|615470|6479738|1|C
1|25-21-233-1-107T|15|845903|6693954|1|B
1|25-22-026-1-122T|0|211319|6861348|1|H
1|25-22-033-1-125T|30|229390|6845469|1|C
1|25-22-034-1-124T|-4|233203|6847457|1|C
1|25-22-035-1-115T|-1|246324|6873408|1|H
1|25-22-044-1-130T|6|257790|6819621|1|C
1|25-22-049-1-121T|26|281728|6840872|1|0
1|25-23-180-1-162T|-1|631389|6583815|1|B
2|25-24-151-1-215T|-18|490209|6455918|1|B
1|25-24-151-1-215T|-2|490217|6455932|1|B
1|25-24-153-1-217T|20|494606|6447385|1|H
1|25-24-153-1-220T|12|490915|6438677|1|0
1|25-24-157-1-219T|13|503973|6437620|1|C
1|25-25-256-1-110T|0|912025|6661746|1|H
1|25-25-258-1-097T|-19|930724|6699111|1|H
1|25-25-266-1-093T|8|958487|6702647|1|C
1|25-26-269-1-202T|-6|856150|6373428|1|A
2|25-28-138-1-082T|-21|587846|6866440|1|0
1|25-28-138-1-082T|-13|587853|6866437|1|B
1|25-29-015-1-148T|25|152546|6795345|2|B
2|25-29-017-1-147T|19|158849|6796349|1|H
1|25-29-017-1-147T|9|158847|6796358|1|H
1|25-29-025-1-143T|7|187380|6799982|1|B
1|25-29-025-1-147T|-16|183087|6788246|1|H
1|25-29-028-1-141T|-26|198719|6802805|1|B
1|25-2A-368-1-253T|-3|1228593|6075392|1|0
1|25-31-180-1-282T|14|508027|6226147|1|B
1|25-31-188-1-269T|21|545626|6256532|1|B
1|25-31-189-1-279T|22|538426|6225067|1|C
1|25-31-196-1-264T|-17|575015|6263387|1|B
1|25-32-159-1-261T|-3|467168|6309842|1|0
1|25-32-176-1-254T|-6|524980|6313155|1|B
1|25-32-188-1-262T|-1|552954|6277648|1|H
1|25-33-116-1-216T|-14|384238|6488436|1|0
2|25-33-132-1-227T|14|421085|6438774|1|B
1|25-33-132-1-227T|-14|421057|6438778|1|H
1|25-33-137-1-245T|-30|417883|6379970|1|H
1|25-33-152-1-234T|11|473538|6397844|1|B
1|25-34-236-1-243T|9|715645|6285036|1|B
2|25-35-074-1-118T|-25|359096|6824176|1|B
1|25-35-074-1-118T|-18|359102|6824173|1|H
1|25-35-074-1-125T|13|351821|6803233|1|B
1|25-35-076-1-120T|-27|363668|6816318|1|B
1|25-35-078-1-141T|21|347580|6752032|1|H
2|25-35-083-1-122T|-15|382667|6803134|1|B
1|25-35-083-1-122T|-28|382665|6803122|1|C
1|25-35-085-1-114T|-5|396315|6825383|1|H
2|25-36-153-1-155T|-13|557484|6633349|1|B
1|25-36-153-1-155T|-1|557487|6633360|1|B
2|25-36-158-1-149T|-19|578243|6645713|1|B
1|25-36-158-1-149T|6|578268|6645717|1|B
2|25-36-158-1-164T|16|563238|6600487|1|B
1|25-36-158-1-164T|-7|563216|6600494|1|C
1|25-36-162-1-165T|-30|574610|6593501|1|B
1|25-36-170-1-160T|24|603223|6600963|1|H
1|25-37-132-1-148T|15|501656|6674973|1|C
1|25-37-145-1-145T|-25|544079|6670648|1|C
1|25-38-266-1-164T|2|886575|6490014|1|H
1|25-38-278-1-165T|22|920639|6474720|1|C
1|25-38-281-1-170T|-16|925190|6457147|1|B
1|25-38-285-1-174T|23|932807|6441043|1|B
1|25-39-247-1-111T|14|883537|6667754|1|B
1|25-39-265-1-116T|25|932408|6634248|1|B
1|25-42-231-1-160T|27|785792|6537779|1|B
1|25-42-235-1-177T|13|780448|6482728|1|C
1|25-42-248-1-178T|-2|818011|6466758|1|C
1|25-43-237-1-190T|5|772518|6442016|1|C
1|25-43-243-1-180T|1|800887|6466004|1|A
1|25-43-243-1-187T|-22|793796|6445098|1|C
1|25-44-066-1-161T|-12|291632|6703719|1|0
1|25-44-081-1-149T|22|348815|6724755|1|B
2|25-44-088-1-143T|17|375303|6735061|1|H
1|25-44-088-1-143T|-3|375285|6735052|1|B
1|25-46-183-1-232T|11|568455|6372318|1|B
1|25-46-184-1-224T|16|579587|6394784|1|B
2|25-46-194-1-222T|-26|611456|6390274|1|B
1|25-46-194-1-222T|1|611482|6390269|1|B
2|25-47-163-1-251T|18|489302|6335477|1|0
1|25-47-163-1-251T|-16|489292|6335509|1|H
1|25-47-164-1-238T|17|505815|6373626|1|B
1|25-47-173-1-245T|-21|525192|6343792|1|B
1|25-49-103-1-138T|-17|425999|6735076|1|H
2|25-49-112-1-136T|-26|454785|6731252|1|B
1|25-49-112-1-136T|-3|454805|6731262|1|B
1|25-49-121-1-138T|20|479524|6716403|1|C
1|25-50-068-1-084T|-30|376067|6932050|1|H
1|25-50-074-1-089T|-13|388631|6911205|1|C
1|25-50-075-1-101T|17|379525|6873804|1|C
1|25-50-082-1-111T|12|390815|6836996|1|B
1|25-52-232-1-094T|-17|856360|6734077|1|B
1|25-53-091-1-116T|12|412250|6812996|1|B
1|25-53-094-1-128T|9|409042|6774283|1|H
1|25-53-096-1-130T|-17|412944|6766491|1|B
1|25-53-107-1-111T|3|465253|6811804|1|H
2|25-54-237-1-052T|-23|914360|6854826|1|B
1|25-54-237-1-052T|1|914369|6854848|1|B
1|25-56-049-1-143T|-27|259039|6775208|1|B
2|25-56-055-1-157T|10|262332|6727422|1|B
1|25-56-055-1-157T|-1|262326|6727415|1|B
1|25-56-059-1-146T|12|286245|6755698|1|C
3|25-58-201-1-132T|-5|725028|6651989|1|0
2|25-58-201-1-132T|15|725036|6652007|1|0
1|25-58-201-1-132T|3|725031|6651995|1|0
1|25-58-210-1-125T|-26|758882|6664322|1|H
1|25-59-160-1-019T|-24|717426|7032298|1|B
1|25-59-161-1-021T|-10|718830|7025744|1|C
1|25-59-163-1-022T|20|723712|7020459|1|B
1|25-60-139-1-055T|-19|618518|6946341|1|C
1|25-60-140-1-058T|14|618543|6936265|1|H
1|25-61-094-1-101T|-29|436920|6854383|1|C
2|25-61-105-1-097T|7|473660|6855469|1|H
1|25-61-105-1-097T|21|473674|6855466|1|H
1|25-61-115-1-096T|4|504419|6848435|1|B
1|25-62-125-1-024T|14|608550|7052728|1|B
1|25-62-139-1-028T|10|645772|7027125|1|H
1|25-63-202-1-167T|3|692162|6547289|1|C
1|25-66-243-1-280T|-19|698626|6166925|1|C
1|25-67-273-1-030T|2|1043970|6884041|1|0
1|25-67-273-1-041T|-4|1033328|6850337|1|B
1|25-67-276-1-047T|-4|1036050|6830061|1|0
1|25-69-239-1-147T|27|822694|6568281|1|H
2|25-71-230-1-147T|6|796213|6577564|1|H
1|25-71-230-1-147T|-2|796205|6577567|1|H
1|25-71-237-1-136T|-24|827871|6603547|1|H
1|25-72-108-1-130T|-15|448730|6754098|1|H
2|25-72-115-1-106T|-11|494690|6818534|1|H
1|25-72-115-1-106T|4|494701|6818544|1|B
1|25-72-117-1-124T|-8|482088|6762908|1|B
1|25-73-273-1-155T|-2|916275|6509860|1|B
1|25-74-283-1-130T|24|971416|6574797|1|B
1|25-76-106-1-064T|-14|510119|6953260|1|H
1|25-76-109-1-060T|-20|523430|6962004|1|C
2|25-76-121-1-060T|-25|559177|6949274|1|0
1|25-76-121-1-060T|18|559188|6949232|1|C
1|25-76-127-1-067T|18|569590|6922564|1|0
1|25-77-167-1-074T|6|682549|6861147|1|B
1|25-77-181-1-082T|0|716521|6822858|1|C
1|25-79-120-1-183T|4|430220|6582739|1|B
2|25-79-127-1-168T|30|466978|6620429|1|C
1|25-79-127-1-168T|-5|466943|6620423|1|C
1|25-81-201-1-256T|15|597425|6281559|1|B
1|25-81-210-1-236T|-16|645258|6332769|1|C
2|25-81-213-1-251T|23|638222|6284227|1|B
1|25-81-213-1-251T|4|638212|6284212|1|B
1|25-82-176-1-241T|-30|538580|6351815|1|B
1|25-82-176-1-251T|-16|527948|6322745|1|C
2|25-82-195-1-233T|19|603438|6357234|1|H
1|25-82-195-1-233T|-1|603429|6357215|1|0
1|25-83-297-1-222T|1|919162|6284728|1|B
1|25-84-274-1-215T|-16|857352|6329177|1|B
1|25-85-080-1-176T|3|318442|6644755|1|H
1|25-85-082-1-172T|-12|328049|6655097|1|B
2|25-85-096-1-173T|2|369230|6637261|1|B
1|25-85-096-1-173T|-8|369220|6637259|1|B
1|25-86-149-1-173T|-12|527487|6583644|1|C
1|25-86-152-1-172T|-5|536971|6582762|1|H
1|25-87-164-1-189T|7|556090|6520208|1|C
1|25-89-213-1-101T|-15|792727|6732646|1|B
1|25-94-163-1-077T|21|667572|6855879|1|B
2|25-01-248-1-147T|-25|849573|6559969|1|H
1|25-01-248-1-147T|-8|849584|6559956|1|H
1|25-01-257-1-154T|13|869221|6529692|1|H
1|25-02-171-1-048T|-19|720980|6934655|1|H
1|25-03-197-1-147T|27|697377|6611804|1|B
3|25-03-219-1-159T|6|751135|6553175|1|C
2|25-04-292-1-203T|-9|923974|6346586|1|H
1|25-04-292-1-203T|-20|923964|6346581|1|H
1|25-06-334-1-203T|15|1049229|6303897|1|B
1|25-07-247-1-191T|11|801996|6429371|1|H
1|25-07-262-1-205T|-17|832179|6372280|1|0
1|25-08-192-1-032T|-30|800051|6960862|1|H
1|25-08-210-1-028T|27|858519|6954251|1|0
1|25-10-201-1-080T|-20|778178|6807400|1|B
1|25-11-207-1-271T|-9|599865|6231167|1|B
1|25-11-208-1-262T|-22|612683|6256723|1|B
1|25-11-212-1-266T|26|620767|6240424|1|H
1|25-11-216-1-280T|20|618159|6195207|1|B
1|25-11-233-1-270T|4|678667|6207739|1|B
1|25-12-198-1-227T|3|617993|6371649|1|0
2|25-12-206-1-230T|30|638867|6354417|1|C
1|25-12-206-1-230T|4|638864|6354443|1|0
1|25-12-207-1-224T|15|648536|6371758|1|0
1|25-12-208-1-215T|-6|660132|6397451|1|B
1|25-12-222-1-220T|17|697826|6368331|1|C
1|25-12-225-1-243T|14|682888|6296388|1|H
1|25-13-273-1-224T|18|845210|6303756|1|B
1|25-13-278-1-229T|27|855345|6283731|1|H
1|25-14-082-1-102T|-20|399852|6863831|1|H
2|25-14-084-1-096T|29|411973|6880134|1|0
1|25-14-084-1-096T|-26|411933|6880172|1|B
1|25-14-090-1-087T|7|438967|6900934|1|B
1|25-14-090-1-089T|-2|436899|6895075|1|0
1|25-14-098-1-095T|8|454642|6868795|1|C
1|25-14-100-1-082T|-3|473873|6905490|1|C
1|25-14-102-1-085T|-1|476779|6894737|1|C
1|25-14-105-1-083T|-25|487918|6897556|1|0
1|25-14-107-1-075T|-7|502128|6919444|1|H
2|25-14-108-1-089T|12|491159|6876183|1|C
1|25-14-108-1-089T|-5|491144|6876190|1|C
2|25-14-112-1-086T|4|505412|6880967|1|H
1|25-14-112-1-086T|11|505419|6880965|1|H
1|25-15-207-1-197T|-1|676131|6451641|1|H
2|25-15-208-1-209T|-24|666448|6414913|1|B
1|25-15-208-1-209T|-9|666460|6414903|1|H
2|25-15-208-1-210T|25|665642|6411707|1|C
1|25-15-208-1-210T|-16|665604|6411725|1|B
1|25-15-209-1-205T|-10|674128|6426415|1|C
1|25-15-220-1-198T|-26|713870|6435299|1|H
1|25-16-136-1-206T|3|454728|6497924|1|H
2|25-16-151-1-183T|-5|523219|6551236|1|H
1|25-16-151-1-183T|18|523241|6551227|1|C
1|25-17-111-1-203T|-27|382738|6532214|1|0
2|25-17-126-1-198T|-21|433301|6532257|1|H
1|25-17-126-1-198T|-9|433305|6532269|1|H
1|25-18-174-1-119T|5|657369|6719165|1|B
2|25-21-230-1-112T|30|831448|6682493|1|H
1|25-21-230-1-112T|25|831445|6682489|1|H
2|25-21-234-1-115T|27|840566|6669775|1|B
1|25-21-234-1-115T|14|840557|6669765|1|H
2|25-22-036-1-122T|-17|242013|6851044|1|C
1|25-22-036-1-122T|-1|242027|6851038|1|C
2|25-22-036-1-126T|26|238039|6839650|1|H
1|25-22-036-1-126T|9|238022|6839653|1|H
1|25-22-039-1-135T|24|237737|6808951|1|B
2|25-22-043-1-123T|-12|261566|6841430|1|B
1|25-22-043-1-123T|6|261575|6841415|1|H
1|25-22-045-1-133T|26|257555|6808835|1|B
1|25-23-174-1-166T|-13|609238|6578667|1|B
2|25-23-174-1-168T|30|606775|6572214|1|B
1|25-23-174-1-168T|5|606769|6572238|1|0
1|25-23-181-1-170T|-24|625823|6559778|1|B
1|25-23-190-1-182T|-6|641074|6513844|1|B
1|25-24-151-1-203T|14|502672|6491026|1|C
1|25-24-151-1-212T|-19|493531|6464981|1|C
1|25-26-266-1-182T|1|868072|6435997|1|B
2|25-26-280-1-203T|-26|887762|6359495|1|H
1|25-26-280-1-203T|21|887809|6359499|1|H
3|25-27-108-1-074T|23|505887|6921137|1|0
2|25-27-108-1-074T|1|505870|6921124|1|0
1|25-27-118-1-072T|-14|538282|6916881|1|B
2|25-27-119-1-073T|11|540117|6913014|1|0
1|25-27-119-1-073T|-3|540114|6913028|1|0
1|25-27-137-1-086T|4|580073|6855633|1|C
1|25-29-005-1-132T|25|138533|6853548|1|B
1|25-29-010-1-149T|14|136076|6797197|2|B
1|25-29-011-1-132T|-6|157031|6846663|1|C
1|25-29-014-1-133T|-22|164983|6840933|1|0
1|25-29-014-1-140T|-29|157031|6820341|1|C
1|25-29-022-1-150T|-6|171016|6781855|1|C
1|25-29-023-1-129T|3|195962|6844085|1|C
1|25-29-026-1-146T|-18|187396|6789694|1|C
1|25-29-026-1-149T|-29|184432|6780934|1|C
2|25-29-029-1-147T|-8|195290|6783527|1|B
1|25-29-029-1-147T|-1|195291|6783534|1|B
1|25-29-029-1-150T|2|192242|6774390|1|B
1|25-29-029-1-151T|10|191132|6772273|1|0
1|25-2B-364-1-235T|-6|1234835|6133332|1|B
1|25-30-255-1-228T|17|788182|6310751|1|C
1|25-31-182-1-278T|-3|518365|6235313|1|C
1|25-31-191-1-262T|-16|562063|6273966|1|0
1|25-32-171-1-272T|-1|491931|6264314|1|B
1|25-33-134-1-235T|23|418510|6413130|1|0
1|25-34-224-1-249T|-4|673199|6279613|1|C
1|25-34-238-1-245T|-14|719265|6277198|1|B
1|25-35-067-1-116T|12|340330|6837760|1|H
1|25-35-071-1-132T|2|336095|6785517|1|H
1|25-35-079-1-133T|0|358875|6774690|1|0
1|25-35-084-1-127T|13|379926|6787580|1|B
1|25-35-087-1-137T|-9|378618|6754065|1|B
1|25-36-154-1-143T|17|572601|6668087|1|C
1|25-36-163-1-162T|2|580010|6601977|1|B
1|25-36-172-1-151T|5|618398|6625227|1|H
2|25-37-140-1-131T|12|543803|6718111|1|0
1|25-37-140-1-131T|-16|543801|6718139|1|0
2|25-37-149-1-142T|8|558809|6675431|1|C
1|25-37-149-1-142T|-3|558806|6675441|1|B
1|25-38-256-1-169T|-26|851267|6485975|1|B
1|25-38-267-1-170T|0|883160|6470934|1|C
1|25-38-282-1-166T|4|931762|6467946|1|H
1|25-40-149-1-268T|-11|429585|6299703|1|0
1|25-41-136-1-116T|-30|546278|6766825|1|B
1|25-41-157-1-133T|-4|592420|6694700|1|C
1|25-42-226-1-167T|-13|763835|6522492|1|H
1|25-42-234-1-149T|26|806038|6568324|1|H
1|25-42-238-1-171T|26|795168|6498324|1|H
1|25-42-246-1-171T|-28|819428|6489961|1|H
2|25-43-245-1-182T|-30|805078|6458128|1|0
1|25-43-245-1-182T|3|805086|6458160|1|0
1|25-44-079-1-154T|4|337126|6711255|1|H
2|25-44-080-1-164T|9|330258|6680985|1|H
1|25-44-080-1-164T|19|330258|6680995|1|H
1|25-46-189-1-222T|-13|596334|6396145|1|B
1|25-46-193-1-220T|-30|610723|6397331|1|B
1|25-47-163-1-234T|4|507114|6386135|1|B
1|25-47-167-1-236T|-3|516646|6376537|1|H
2|25-47-173-1-244T|5|526362|6346204|1|H
1|25-47-173-1-244T|-2|526361|6346211|1|H
1|25-48-230-1-210T|30|731520|6389374|1|C
3|25-49-095-1-139T|-23|400752|6739963|1|0
2|25-49-095-1-139T|11|400761|6739997|1|0
1|25-49-095-1-139T|25|400765|6740010|1|B
1|25-49-103-1-148T|10|414977|6705190|1|H
3|25-49-109-1-152T|-26|428713|6686553|1|B
2|25-49-109-1-152T|-18|428721|6686552|1|B
1|25-49-109-1-152T|14|428753|6686550|1|B
1|25-49-112-1-152T|-10|438545|6684070|2|C
1|25-49-117-1-145T|17|459930|6699314|1|B
1|25-49-123-1-139T|-8|484209|6711300|1|C
1|25-50-065-1-084T|-24|367446|6934810|1|B
2|25-50-065-1-084T|2|367461|6934788|1|H
1|25-50-067-1-075T|30|382724|6959794|1|B
2|25-50-071-1-095T|18|374469|6896489|1|C
1|25-50-071-1-095T|-10|374458|6896463|1|C
1|25-50-080-1-111T|-4|384084|6838721|1|B
1|25-50-082-1-092T|29|409948|6894418|1|H
1|25-50-083-1-104T|-13|400947|6856835|1|B
3|25-52-227-1-086T|-22|849278|6762831|1|0
2|25-52-227-1-086T|-6|849280|6762846|1|0
1|25-52-227-1-086T|8|849282|6762860|1|B
1|25-52-233-1-082T|-15|871764|6769119|1|B
1|25-53-100-1-108T|21|447250|6827422|1|H
1|25-53-102-1-108T|9|453836|6825891|1|H
1|25-53-102-1-129T|10|432204|6762471|1|B
1|25-53-105-1-122T|29|447621|6780248|1|B
1|25-53-106-1-112T|15|460789|6809530|1|C
1|25-53-108-1-114T|19|464853|6802022|1|C
1|25-55-224-1-062T|22|865533|6837992|1|0
1|25-56-038-1-142T|-13|227150|6789532|1|C
1|25-56-041-1-138T|0|240393|6798418|1|B
1|25-56-041-1-139T|27|239635|6795763|1|0
1|25-56-047-1-138T|-22|258031|6792503|1|B
1|25-57-260-1-043T|-7|992345|6858170|1|0
1|25-58-201-1-129T|-2|727942|6661469|1|C
1|25-58-210-1-121T|-17|762799|6676088|1|H
1|25-59-137-1-007T|28|661206|7091269|2|0
1|25-59-167-1-024T|-17|733750|7010293|2|C
2|25-59-174-1-018T|-5|760413|7020454|1|B
1|25-59-174-1-018T|9|760421|7020443|1|C
1|25-61-124-1-101T|6|526644|6824259|1|B
2|25-61-130-1-104T|19|541171|6808841|1|H
1|25-61-130-1-104T|7|541161|6808847|1|B
1|25-62-121-1-021T|-26|598999|7066704|1|H
1|25-62-136-1-024T|0|640983|7041690|1|C
2|25-62-137-1-015T|-23|653263|7067458|1|H
1|25-62-137-1-015T|-3|653268|7067477|1|A
1|25-62-139-1-018T|-25|656388|7056501|1|0
1|25-62-146-1-026T|-29|669023|7025477|1|B
2|25-63-198-1-176T|-28|670868|6523619|1|B
1|25-63-198-1-176T|30|670889|6523565|1|C
2|25-63-199-1-161T|-15|689352|6567776|1|H
1|25-63-199-1-161T|-2|689359|6567765|1|H
1|25-63-206-1-170T|-29|700367|6534191|1|B
1|25-63-208-1-181T|-15|695473|6498390|1|C
