sl|npp|disti|xi|yi|repi|flpi
1|25-43-231-1-198T|-30|746309|6424501|1|H
1|25-43-234-1-192T|12|761711|6439598|1|B
3|25-44-081-1-169T|-18|328347|6665248|1|H
2|25-44-081-1-169T|-10|328350|6665240|1|C
1|25-44-081-1-169T|7|328355|6665225|1|H
2|25-44-082-1-167T|15|333632|6670205|1|C
1|25-44-082-1-167T|2|333619|6670202|1|B
3|25-44-088-1-155T|-16|363820|6699188|1|0
2|25-44-088-1-155T|-1|363826|6699202|1|0
1|25-44-088-1-155T|24|363837|6699225|1|0
1|25-45-171-1-106T|-1|661894|6761264|1|B
1|25-45-175-1-104T|16|675847|6762734|1|A
1|25-45-180-1-118T|26|676495|6715475|1|B
2|25-46-183-1-223T|7|578011|6398678|1|H
1|25-46-183-1-223T|22|578026|6398680|1|B
1|25-46-185-1-225T|-7|581308|6390761|1|C
2|25-46-194-1-220T|12|613537|6396166|1|B
1|25-46-194-1-220T|25|613540|6396178|1|B
1|25-48-240-1-223T|14|747891|6340270|1|C
1|25-49-100-1-148T|-9|406882|6708554|1|B
3|25-49-100-1-150T|22|404367|6702571|1|B
2|25-49-100-1-150T|1|404346|6702567|1|H
1|25-49-100-1-150T|11|404356|6702569|1|H
1|25-49-105-1-153T|-12|415797|6688192|1|C
1|25-49-107-1-156T|-19|419351|6676502|1|H
1|25-50-061-1-080T|3|359029|6951755|1|H
1|25-50-069-1-079T|16|384450|6946513|1|B
1|25-50-069-1-095T|-23|368176|6897849|1|H
2|25-50-070-1-081T|30|385170|6938949|1|B
1|25-50-070-1-081T|12|385153|6938946|1|H
3|25-50-071-1-099T|-27|369722|6884482|1|B
2|25-50-071-1-099T|-10|369732|6884470|1|H
1|25-50-071-1-099T|10|369745|6884454|1|C
1|25-50-074-1-090T|6|388163|6908332|1|C
1|25-50-075-1-107T|-24|373826|6856608|1|C
1|25-50-076-1-107T|5|376846|6854767|1|C
1|25-50-082-1-103T|-24|398653|6860589|1|0
1|25-50-082-1-104T|-15|397714|6857791|1|B
1|25-50-086-1-108T|-20|405897|6842257|1|B
1|25-51-185-1-055T|-15|755744|6898653|1|C
1|25-52-231-1-085T|-4|862511|6762337|1|B
1|25-52-237-1-076T|30|889507|6782634|1|C
2|25-53-102-1-119T|-22|441887|6792408|1|H
1|25-53-102-1-119T|5|441905|6792388|1|B
3|25-53-103-1-135T|-26|429022|6743820|1|B
2|25-53-103-1-135T|0|429026|6743846|1|B
1|25-53-103-1-135T|8|429027|6743854|1|B
1|25-54-233-1-050T|18|904794|6864749|1|H
1|25-54-243-1-051T|2|933728|6852018|1|H
2|25-54-250-1-048T|9|957135|6852943|1|A
1|25-54-250-1-048T|19|957140|6852951|1|A
1|25-55-229-1-052T|26|890231|6862821|1|C
1|25-56-034-1-144T|16|213652|6787963|1|C
1|25-57-246-1-043T|27|950187|6872206|1|B
1|25-58-213-1-128T|-1|764618|6651667|1|H
1|25-59-163-1-030T|16|715230|6996180|1|H
1|25-59-175-1-020T|-21|761621|7014191|1|B
2|25-61-094-1-106T|25|431869|6840152|1|H
1|25-61-094-1-106T|-20|431833|6840125|1|C
1|25-61-094-1-109T|-11|428636|6830346|1|H
1|25-61-095-1-103T|-15|437707|6847443|1|C
1|25-61-102-1-098T|24|464076|6855573|1|C
1|25-61-102-1-104T|-1|457654|6837513|1|H
1|25-61-106-1-100T|-8|473827|6845767|1|B
1|25-61-112-1-091T|-15|501098|6865956|1|C
1|25-61-126-1-105T|-5|528437|6810417|1|0
1|25-62-120-1-015T|-2|602781|7085490|1|H
1|25-62-129-1-029T|-14|615464|7033786|1|B
1|25-62-138-1-025T|-5|645624|7036910|1|C
1|25-63-204-1-170T|5|694389|6535932|1|H
1|25-64-149-1-278T|-14|419766|6269606|1|0
1|25-66-241-1-279T|-30|694010|6172455|1|B
2|25-69-247-1-166T|-21|827697|6504016|1|H
1|25-69-247-1-166T|10|827704|6504047|1|B
1|25-69-249-1-158T|-7|841375|6525633|1|B
1|25-69-251-1-169T|-8|836257|6490288|1|H
1|25-71-218-1-124T|-7|783509|6658956|1|H
1|25-71-227-1-144T|4|789991|6590470|1|H
1|25-71-228-1-151T|1|785662|6567827|1|H
1|25-71-233-1-135T|22|816847|6610739|1|H
1|25-71-237-1-138T|-2|825795|6597842|1|H
2|25-71-238-1-145T|-16|822384|6576178|1|H
1|25-71-238-1-145T|13|822397|6576205|1|H
1|25-71-240-1-135T|-29|838599|6603178|1|B
1|25-71-243-1-118T|-1|864366|6651593|1|H
1|25-71-246-1-131T|11|860077|6609388|1|C
1|25-72-107-1-123T|-6|452976|6775339|1|B
2|25-72-109-1-124T|16|457613|6770445|1|C
1|25-72-109-1-124T|29|457617|6770457|1|C
1|25-72-111-1-133T|-14|454810|6741299|1|0
1|25-72-118-1-122T|27|486624|6767744|1|B
1|25-72-126-1-132T|-12|500490|6729046|1|H
1|25-72-127-1-127T|14|508838|6743697|1|C
1|25-73-282-1-154T|-19|944023|6503686|1|B
1|25-74-295-1-135T|-2|1002362|6547304|1|B
2|25-76-121-1-055T|27|564701|6964508|1|B
1|25-76-121-1-055T|-3|564686|6964483|1|H
1|25-76-121-1-067T|-9|552279|6928630|1|0
1|25-76-123-1-058T|-29|567742|6953796|1|C
1|25-77-166-1-074T|13|679567|6861300|1|0
1|25-77-167-1-069T|-18|687462|6875408|1|H
1|25-77-172-1-068T|-14|703685|6873207|1|0
2|25-77-182-1-076T|25|725207|6839771|1|0
1|25-77-182-1-076T|-26|725188|6839818|1|0
1|25-78-144-1-084T|27|603352|6854056|1|0
2|25-78-144-1-086T|6|601197|6848092|1|0
1|25-78-144-1-086T|27|601217|6848097|1|H
1|25-78-146-1-083T|-9|610444|6855507|1|C
1|25-78-152-1-080T|1|631797|6857903|1|0
1|25-79-115-1-184T|23|414528|6584749|1|B
1|25-79-117-1-178T|17|426781|6600757|1|B
1|25-79-123-1-183T|-1|439537|6580069|1|B
1|25-79-130-1-188T|-1|454884|6558161|1|0
2|25-80-143-1-033T|22|652483|7008114|1|A
1|25-80-143-1-033T|6|652472|7008103|1|A
1|25-81-209-1-253T|-14|625030|6282925|1|B
1|25-81-217-1-247T|29|655122|6292073|1|B
1|25-82-190-1-239T|-18|582369|6344358|1|B
1|25-83-312-1-234T|-19|952332|6233586|1|B
1|25-83-320-1-214T|-1|996537|6285615|1|B
1|25-85-088-1-177T|-4|340862|6634109|1|H
1|25-87-155-1-179T|20|539171|6559268|1|C
1|25-89-184-1-086T|2|720588|6807118|1|H
2|25-89-206-1-114T|16|758128|6700789|1|C
1|25-89-206-1-114T|-12|758117|6700814|1|C
1|25-91-164-1-081T|-5|666198|6842456|1|B
1|25-01-247-1-138T|7|855771|6587153|1|B
1|25-01-253-1-156T|-12|855174|6527184|1|H
2|25-01-267-1-151T|23|902158|6528421|1|C
1|25-01-267-1-151T|0|902152|6528399|1|C
1|25-02-172-1-046T|-5|726241|6939559|1|B
1|25-02-173-1-030T|3|745854|6985916|1|H
1|25-02-176-1-066T|-1|717512|6875287|1|B
2|25-02-180-1-030T|-26|766189|6979133|1|0
1|25-02-180-1-030T|30|766204|6979187|1|B
1|25-02-182-1-050T|-2|752318|6917503|1|0
1|25-03-209-1-161T|7|719136|6557776|1|H
1|25-03-216-1-157T|14|744236|6562208|1|B
1|25-03-217-1-146T|5|757911|6593966|1|B
1|25-03-221-1-150T|-2|765975|6577824|1|C
1|25-08-194-1-037T|25|801353|6944032|1|B
1|25-09-194-1-279T|20|552774|6220375|1|C
1|25-11-212-1-265T|0|621702|6243307|1|C
1|25-11-213-1-269T|-30|620109|6230526|1|H
1|25-11-214-1-277T|-4|615126|6206081|1|B
1|25-11-233-1-265T|-14|684288|6222187|1|0
3|25-11-238-1-267T|-10|697381|6210766|1|0
2|25-11-238-1-267T|8|697395|6210778|1|0
1|25-12-196-1-228T|-28|611785|6371123|1|B
1|25-12-199-1-229T|11|619226|6364828|1|C
1|25-12-216-1-230T|30|668811|6344189|1|H
1|25-12-217-1-222T|-1|680445|6366710|1|C
1|25-12-219-1-230T|30|678314|6340838|1|B
1|25-14-077-1-083T|-23|404473|6925524|1|H
1|25-14-087-1-098T|13|418470|6871323|1|C
1|25-14-099-1-085T|27|468440|6897711|1|0
1|25-14-102-1-078T|8|483854|6915469|1|0
1|25-15-202-1-193T|4|664831|6468646|1|C
1|25-15-209-1-204T|-14|674631|6429427|1|C
1|25-17-105-1-192T|-3|376564|6571256|1|0
1|25-17-117-1-195T|-22|408874|6549714|1|B
1|25-17-122-1-191T|-7|428404|6557375|1|B
1|25-17-126-1-203T|-20|427880|6517470|1|B
1|25-18-178-1-127T|-12|661338|6690821|1|C
2|25-18-184-1-147T|1|658732|6625395|1|H
1|25-18-184-1-147T|12|658734|6625406|1|H
1|25-19-174-1-204T|-18|570717|6464837|1|C
1|25-21-217-1-102T|21|802946|6725626|1|0
1|25-21-217-1-108T|20|797295|6707932|1|H
1|25-21-227-1-118T|-25|816508|6667527|1|H
1|25-21-228-1-114T|13|824151|6678963|1|H
1|25-21-236-1-119T|15|842199|6655640|1|H
1|25-22-031-1-123T|-21|225671|6853127|1|0
1|25-22-033-1-135T|-2|219298|6815428|1|B
1|25-22-039-1-132T|-30|240650|6818769|1|H
2|25-22-041-1-136T|-15|241978|6804463|1|B
1|25-22-041-1-136T|-23|241973|6804470|1|A
2|25-22-042-1-134T|25|247653|6809265|1|B
1|25-22-042-1-134T|-19|247621|6809235|1|B
1|25-23-166-1-167T|0|583812|6583422|1|B
1|25-23-168-1-169T|9|588177|6575689|1|H
1|25-23-175-1-169T|29|609494|6568252|1|B
2|25-24-149-1-226T|21|473321|6425158|1|B
1|25-24-149-1-226T|2|473303|6425151|1|B
1|25-24-171-1-199T|14|566603|6482711|1|C
1|25-25-268-1-108T|29|949654|6655078|1|H
1|25-26-263-1-191T|6|849535|6412893|1|B
1|25-26-272-1-202T|-8|864898|6370467|1|B
2|25-27-111-1-076T|9|513179|6911650|1|A
1|25-27-111-1-076T|30|513194|6911664|1|B
2|25-27-134-1-073T|-16|584580|6897119|1|0
1|25-27-134-1-073T|4|584584|6897099|1|0
1|25-28-139-1-105T|-17|567454|6796703|1|C
1|25-29-008-1-139T|-10|140844|6829011|1|B
1|25-29-020-1-140T|30|175937|6814010|1|C
1|25-29-024-1-133T|0|194899|6831101|1|C
2|25-29-031-1-136T|14|212056|6814978|1|C
1|25-29-031-1-136T|1|212052|6814990|1|B
1|25-2A-347-1-239T|0|1180021|6138824|1|C
1|25-2A-349-1-246T|-12|1178549|6115686|1|0
1|25-30-264-1-213T|7|829734|6345689|1|A
1|25-31-187-1-272T|-1|539237|6248860|1|H
1|25-31-194-1-272T|30|560481|6241388|1|B
1|25-31-198-1-263T|1|581915|6264479|1|H
1|25-32-157-1-264T|-10|458436|6303372|1|B
1|25-32-157-1-268T|15|453904|6290595|1|0
1|25-32-182-1-265T|27|531277|6273991|1|C
1|25-34-252-1-240T|-1|766346|6277617|2|B
2|25-35-063-1-116T|27|328060|6841161|1|C
1|25-35-063-1-116T|-5|328046|6841189|1|B
2|25-35-069-1-124T|-19|338117|6811227|1|0
1|25-35-069-1-124T|30|338155|6811258|1|0
1|25-35-074-1-115T|2|362961|6833482|1|H
1|25-35-075-1-125T|4|354861|6802822|1|H
1|25-35-076-1-137T|-25|345661|6765291|1|0
2|25-35-077-1-122T|27|364683|6809290|1|C
1|25-35-077-1-122T|-17|364641|6809301|1|C
1|25-35-081-1-114T|3|384192|6829116|1|H
4|25-35-082-1-123T|1|378202|6801744|1|0
3|25-35-082-1-123T|30|378222|6801723|1|0
1|25-35-082-1-123T|-8|378195|6801751|1|H
1|25-35-082-1-132T|-28|369280|6774643|1|0
2|25-36-157-1-162T|-25|562470|6608016|1|B
1|25-36-157-1-162T|-6|562484|6608029|1|B
1|25-36-163-1-142T|2|601070|6661277|1|B
1|25-37-135-1-143T|-1|515964|6687004|1|0
1|25-38-255-1-164T|-17|853363|6501479|1|0
1|25-38-269-1-162T|-1|897225|6493470|1|H
1|25-38-272-1-171T|11|897423|6463029|1|C
1|25-39-253-1-113T|-25|899426|6656335|1|B
1|25-40-143-1-263T|11|417540|6320093|1|B
1|25-40-145-1-271T|-1|415402|6294678|1|H
2|25-41-148-1-138T|-16|560592|6689311|1|0
1|25-41-148-1-138T|18|560613|6689337|1|0
3|25-41-156-1-130T|-24|592250|6704312|1|B
2|25-41-156-1-130T|11|592282|6704299|1|H
1|25-41-156-1-130T|4|592275|6704302|1|H
1|25-43-229-1-200T|19|738628|6420822|1|B
1|25-43-246-1-180T|12|809784|6462479|1|H
1|25-44-067-1-160T|-14|295597|6705646|1|C
2|25-44-069-1-160T|30|301123|6704320|1|0
1|25-44-069-1-160T|-6|301117|6704356|1|B
1|25-44-072-1-150T|0|320204|6730577|1|C
1|25-44-076-1-164T|28|318269|6685105|1|H
1|25-44-078-1-144T|19|345164|6742281|1|H
1|25-44-079-1-152T|-26|339317|6717303|1|C
3|25-44-079-1-155T|-4|336518|6709078|1|B
2|25-44-079-1-155T|-19|336516|6709063|1|B
1|25-44-079-1-155T|22|336520|6709104|1|B
3|25-44-080-1-141T|1|354218|6749764|1|0
2|25-44-080-1-141T|-13|354211|6749776|1|0
1|25-44-080-1-141T|19|354227|6749748|1|B
1|25-44-087-1-155T|30|360541|6700876|1|0
1|25-44-087-1-168T|-11|346627|6661861|1|0
1|25-44-096-1-146T|21|396589|6717784|1|B
1|25-45-169-1-117T|-9|643968|6730561|1|0
2|25-47-167-1-246T|13|505896|6346307|1|H
1|25-47-167-1-246T|0|505883|6346306|1|A
1|25-49-101-1-145T|17|412921|6715722|1|H
1|25-49-102-1-147T|16|413891|6709414|1|B
1|25-49-106-1-145T|17|427838|6711374|1|C
1|25-49-107-1-148T|2|427546|6701355|1|B
1|25-50-059-1-078T|-25|355216|6959526|1|0
1|25-50-060-1-083T|-8|353132|6943643|1|B
2|25-50-060-1-083T|-24|353117|6943637|1|H
1|25-50-073-1-094T|-28|381432|6897662|1|0
1|25-50-079-1-108T|8|384738|6849128|1|0
1|25-50-079-1-114T|23|377968|6831168|1|B
1|25-50-082-1-098T|11|403485|6876120|1|H
1|25-51-212-1-065T|-20|826398|6841865|1|C
1|25-52-237-1-087T|-20|878452|6750432|1|H
1|25-53-091-1-120T|-11|408143|6800624|1|H
1|25-53-092-1-116T|-10|415348|6811958|2|B
2|25-53-094-1-127T|-3|409788|6776881|1|B
1|25-53-094-1-127T|-25|409785|6776903|1|B
1|25-53-101-1-126T|12|432222|6773048|1|B
1|25-53-102-1-127T|9|434146|6769080|1|H
2|25-53-104-1-108T|12|459146|6823681|1|B
1|25-53-104-1-108T|-20|459124|6823704|1|C
1|25-54-241-1-059T|-13|918681|6829349|1|B
1|25-56-048-1-136T|-3|263037|6796808|1|H
1|25-56-049-1-166T|0|235866|6706875|1|B
1|25-57-239-1-035T|14|937526|6903758|1|C
2|25-58-197-1-139T|-20|705302|6635397|1|C
1|25-58-197-1-139T|-10|705311|6635398|1|H
2|25-58-200-1-122T|-28|731751|6682976|1|H
1|25-58-200-1-122T|-1|731777|6682975|1|H
1|25-58-211-1-125T|26|761981|6662632|1|H
1|25-59-172-1-024T|-2|748239|7005189|1|H
1|25-60-147-1-057T|8|640158|6932153|1|0
1|25-60-155-1-061T|10|659838|6912285|1|B
1|25-61-105-1-099T|-26|471418|6849621|1|H
1|25-61-112-1-088T|-2|504038|6875572|1|C
1|25-61-116-1-101T|-29|502189|6832012|1|H
1|25-62-130-1-020T|-26|627604|7060546|1|C
1|25-63-206-1-166T|25|704464|6545757|1|H
1|25-64-124-1-287T|11|335564|6268106|1|C
1|25-64-134-1-294T|-30|358588|6237039|1|B
1|25-64-153-1-281T|-13|429088|6255836|1|H
1|25-64-157-1-283T|30|438148|6246122|1|B
1|25-65-166-1-285T|-25|463432|6231521|1|C
1|25-65-173-1-280T|2|489046|6238636|1|B
1|25-66-235-1-274T|5|681295|6193672|1|H
2|25-68-280-1-069T|-18|1025642|6759963|1|C
1|25-68-280-1-069T|21|1025681|6759958|1|C
1|25-69-244-1-157T|-2|827374|6533650|1|0
1|25-69-247-1-155T|22|838365|6536639|1|B
1|25-70-252-1-097T|10|912705|6704507|1|H
1|25-70-256-1-098T|-14|923801|6697690|1|0
1|25-70-259-1-075T|3|956536|6763818|1|A
1|25-71-220-1-120T|14|793402|6669002|1|B
1|25-71-221-1-138T|-12|778265|6614027|1|C
3|25-71-224-1-144T|20|781230|6592932|1|B
2|25-71-224-1-144T|-25|781187|6592918|1|B
1|25-71-224-1-144T|0|781211|6592926|1|C
1|25-71-234-1-131T|-4|824404|6622041|1|A
2|25-71-247-1-131T|-3|863071|6608072|1|B
1|25-71-247-1-131T|9|863076|6608061|1|C
2|25-72-110-1-125T|-27|459862|6766588|1|H
1|25-72-110-1-125T|-15|459868|6766576|1|H
1|25-72-112-1-133T|-19|457142|6740769|1|0
1|25-72-128-1-125T|6|513487|6747769|1|B
1|25-74-280-1-134T|-28|958460|6565804|1|B
1|25-76-116-1-062T|0|541888|6948990|1|0
1|25-76-119-1-057T|9|556850|6960202|1|B
1|25-78-146-1-077T|-26|617089|6873311|1|B
1|25-79-118-1-159T|7|448466|6657050|1|B
1|25-79-133-1-183T|-24|469173|6570080|1|H
2|25-81-202-1-245T|-6|612028|6313575|1|A
1|25-81-202-1-245T|23|612029|6313604|1|A
1|25-81-203-1-252T|4|608203|6291611|1|H
2|25-81-213-1-252T|-24|637155|6281654|1|0
1|25-81-213-1-252T|17|637178|6281620|1|0
1|25-82-181-1-247T|14|547192|6329213|1|0
1|25-82-186-1-250T|-9|559074|6315595|1|C
1|25-82-187-1-242T|11|569881|6337920|1|0
1|25-83-314-1-225T|-8|967552|6258701|1|0
1|25-84-271-1-220T|-25|843311|6317993|1|C
1|25-84-274-1-216T|-8|856838|6326284|1|C
3|25-85-091-1-179T|23|347634|6624158|1|B
2|25-85-091-1-179T|27|347637|6624155|1|B
1|25-85-091-1-179T|-22|347606|6624194|1|B
2|25-85-093-1-179T|-27|354199|6622784|1|0
1|25-85-093-1-179T|21|354234|6622817|1|0
1|25-85-098-1-186T|20|361629|6596755|1|H
2|25-85-100-1-178T|21|376028|6618505|1|H
1|25-85-100-1-178T|10|376018|6618510|1|H
2|25-86-154-1-168T|-15|547704|6592755|1|C
1|25-86-154-1-168T|11|547730|6592748|1|C
1|25-87-157-1-174T|30|550656|6572096|1|C
1|25-87-160-1-186T|1|547110|6532811|1|B
2|25-87-162-1-173T|1|566049|6569658|1|B
1|25-87-162-1-173T|15|566050|6569672|1|B
1|25-87-162-1-175T|0|563995|6563468|1|H
1|25-87-163-1-170T|14|572657|6577765|1|A
2|25-88-250-1-065T|24|940131|6802956|1|0
1|25-88-250-1-065T|-20|940091|6802936|1|C
1|25-88-258-1-072T|-15|956990|6773847|1|C
1|25-91-162-1-083T|-5|658323|6839179|1|C
2|25-95-150-1-070T|-22|636229|6889613|1|0
1|25-95-150-1-070T|0|636246|6889600|1|B
1|25-01-250-1-136T|25|866744|6590726|1|0
1|25-02-171-1-028T|-28|741632|6993725|1|C
2|25-02-174-1-029T|-23|749200|6988152|1|0
1|25-02-174-1-029T|25|749221|6988110|1|0
1|25-02-179-1-032T|-15|761274|6973637|1|B
1|25-02-183-1-064T|28|740161|6873911|1|B
1|25-02-185-1-034T|-10|777215|6962066|1|H
1|25-03-189-1-147T|19|673563|6619567|1|B
2|25-03-192-1-163T|-10|666393|6568640|1|H
1|25-03-192-1-163T|-5|666394|6568636|1|H
1|25-03-193-1-149T|10|683164|6609936|1|H
1|25-03-193-1-156T|-21|676130|6588942|1|C
1|25-03-193-1-165T|-24|666668|6562492|1|H
1|25-03-196-1-157T|7|684296|6582841|1|B
1|25-03-196-1-158T|11|683188|6580201|1|H
1|25-03-205-1-151T|27|717377|6591160|1|B
1|25-03-207-1-143T|19|731861|6613373|1|B
1|25-03-208-1-144T|-27|733129|6609108|1|H
1|25-03-218-1-153T|-19|753654|6572268|1|B
1|25-03-220-1-144T|-27|769410|6596737|1|H
1|25-03-223-1-148T|-7|773827|6582555|1|H
1|25-04-298-1-211T|-18|933960|6316829|1|0
1|25-08-189-1-035T|-2|788269|6954728|1|0
1|25-11-220-1-269T|-27|641481|6223353|1|C
1|25-12-203-1-233T|25|627458|6348689|1|B
1|25-12-223-1-231T|26|689145|6334245|1|C
2|25-12-226-1-224T|-26|704802|6351708|1|H
1|25-12-226-1-224T|-18|704809|6351712|1|H
1|25-12-228-1-235T|12|699456|6316939|1|B
1|25-13-274-1-227T|10|845111|6293456|1|0
1|25-14-077-1-085T|-28|402030|6919822|1|B
1|25-14-079-1-082T|8|411191|6926470|1|B
1|25-14-088-1-094T|-13|426135|6882033|1|H
1|25-14-089-1-097T|-24|425487|6871334|1|C
1|25-14-089-1-100T|-23|423026|6863197|1|B
1|25-14-090-1-090T|-24|436025|6891895|1|B
1|25-14-093-1-089T|-28|446181|6891900|1|0
1|25-14-095-1-095T|-10|445243|6871511|1|C
1|25-14-101-1-082T|10|476700|6904749|1|B
1|25-14-106-1-074T|-26|500168|6923674|1|B
1|25-14-107-1-081T|-6|496327|6900998|1|0
1|25-15-198-1-202T|19|644098|6445861|1|B
1|25-15-202-1-198T|-27|660349|6454357|1|C
1|25-15-204-1-194T|13|669945|6464437|1|B
1|25-16-135-1-202T|30|455717|6511287|1|C
1|25-16-142-1-191T|-20|487433|6536185|1|B
1|25-16-147-1-191T|19|503027|6531448|1|C
1|25-16-149-1-193T|-30|506442|6523196|1|C
1|25-17-107-1-188T|20|386872|6581522|1|H
1|25-17-114-1-207T|6|387864|6517103|1|H
1|25-17-116-1-189T|-27|411942|6569491|1|H
1|25-18-176-1-126T|19|656127|6695721|1|C
1|25-18-176-1-142T|-22|639731|6647767|1|A
1|25-18-177-1-148T|10|637003|6629635|1|B
1|25-19-174-1-201T|-11|573768|6473740|1|B
1|25-19-182-1-196T|18|602747|6481049|1|B
1|25-19-188-1-201T|-19|614782|6460073|1|B
2|25-21-218-1-110T|23|798520|6701107|1|H
1|25-21-218-1-110T|5|798502|6701104|1|H
1|25-21-220-1-116T|-21|797759|6680417|1|H
1|25-21-222-1-118T|-11|801472|6672538|1|H
1|25-21-223-1-118T|-16|804731|6672106|1|H
1|25-21-225-1-118T|-29|810282|6669899|1|H
1|25-21-226-1-120T|26|812152|6662933|1|H
1|25-21-239-1-107T|18|864057|6688420|1|0
1|25-22-027-1-122T|-18|214873|6860072|1|0
1|25-22-036-1-121T|5|242295|6854484|1|B
1|25-22-043-1-119T|0|265365|6852733|1|C
1|25-22-048-1-128T|-18|271028|6821406|1|C
1|25-22-048-1-133T|-3|266700|6805710|1|0
1|25-22-050-1-126T|-2|278959|6824613|1|H
1|25-22-059-1-118T|27|314651|6839251|1|H
1|25-22-061-1-127T|19|311086|6810333|1|B
1|25-23-167-1-166T|-21|588489|6586001|1|B
1|25-23-177-1-165T|22|618766|6578104|1|C
1|25-23-178-1-168T|-28|619047|6568168|1|H
1|25-24-148-1-209T|-8|486956|6476779|1|H
1|25-24-151-1-199T|-2|506684|6503264|1|H
1|25-25-267-1-102T|-15|952965|6674324|1|C
1|25-27-117-1-076T|-18|530742|6906276|1|B
1|25-28-140-1-110T|-11|565258|6780740|1|B
1|25-29-019-1-145T|-7|167421|6799850|1|B
1|25-29-023-1-125T|7|199373|6855748|1|H
1|25-29-029-1-135T|-17|207420|6819747|1|B
1|25-29-036-1-152T|23|210815|6761286|1|B
1|25-30-264-1-216T|27|826482|6337226|1|B
1|25-30-266-1-233T|25|815043|6283542|1|B
1|25-31-180-1-275T|30|515879|6246689|1|B
1|25-31-193-1-264T|-11|565661|6266581|1|0
2|25-31-199-1-260T|-10|587964|6272405|1|0
1|25-31-199-1-260T|25|587994|6272388|1|0
1|25-31-199-1-271T|-1|576412|6238699|1|B
1|25-32-176-1-259T|-6|520027|6298890|1|H
1|25-35-070-1-124T|-18|341525|6810379|1|0
4|25-35-071-1-118T|29|350732|6827600|1|0
3|25-35-071-1-118T|21|350731|6827608|1|B
2|25-35-071-1-118T|-15|350729|6827644|1|B
1|25-35-071-1-118T|-24|350729|6827653|1|B
1|25-35-075-1-137T|6|343361|6766101|1|C
1|25-35-077-1-124T|-10|362276|6803769|1|B
1|25-35-078-1-128T|-6|360610|6790071|1|0
1|25-35-078-1-134T|9|355048|6772966|1|0
2|25-35-088-1-131T|-1|388047|6771122|1|B
1|25-35-088-1-131T|-14|388037|6771114|1|H
1|25-36-159-1-163T|15|567075|6602586|1|H
2|25-36-170-1-162T|1|600866|6594166|1|B
1|25-36-170-1-162T|-10|600858|6594174|1|B
1|25-36-174-1-157T|-18|618537|6605434|1|H
1|25-36-177-1-155T|-26|629409|6608704|1|H
1|25-37-128-1-139T|26|499070|6706057|1|B
1|25-38-264-1-160T|29|883950|6504425|1|H
1|25-38-271-1-168T|11|897235|6472882|1|H
1|25-39-254-1-116T|-14|899653|6645738|1|H
1|25-39-255-1-130T|18|887759|6603035|1|H
2|25-39-255-1-135T|-10|883428|6588175|1|B
1|25-39-255-1-135T|7|883434|6588191|1|B
1|25-39-257-1-131T|-28|892603|6598126|1|H
1|25-39-258-1-119T|15|908545|6632688|1|C
1|25-39-258-1-121T|-25|906092|6626505|1|B
2|25-39-259-1-123T|-30|907156|6619772|1|H
1|25-39-259-1-123T|-22|907162|6619766|1|H
1|25-40-143-1-272T|10|408031|6293928|1|B
1|25-40-153-1-259T|-14|451417|6321622|1|H
1|25-41-135-1-116T|-14|543817|6768017|1|C
1|25-42-223-1-155T|19|766975|6560899|1|H
1|25-42-224-1-166T|-6|758423|6527091|1|H
1|25-42-230-1-158T|-1|784602|6545509|1|0
1|25-42-232-1-173T|-9|775533|6497758|1|H
1|25-42-233-1-168T|27|783177|6512544|1|B
1|25-42-234-1-163T|3|791905|6526048|1|H
1|25-42-236-1-160T|2|800944|6533136|1|B
1|25-42-240-1-167T|-10|805700|6507787|1|B
1|25-42-244-1-178T|-28|806467|6470916|1|H
1|25-43-230-1-193T|-25|749046|6440225|1|H
1|25-43-232-1-195T|16|752534|6432082|1|H
1|25-43-240-1-187T|-18|784690|6448135|1|B
1|25-44-065-1-158T|-7|291830|6714152|1|B
1|25-44-074-1-160T|13|316002|6699024|1|H
2|25-44-080-1-153T|19|341976|6713941|1|H
1|25-44-080-1-153T|7|341967|6713933|1|B
1|25-44-080-1-165T|-13|328712|6677734|1|B
1|25-44-081-1-155T|-11|342747|6706463|1|C
1|25-44-086-1-168T|-26|343803|6662700|1|C
2|25-44-092-1-155T|20|375646|6695285|1|H
1|25-44-092-1-155T|1|375633|6695272|1|H
1|25-44-093-1-152T|18|381645|6703635|1|C
1|25-44-097-1-146T|15|399800|6717367|1|H
1|25-45-172-1-107T|30|663509|6757378|1|C
1|25-46-183-1-219T|-21|581452|6411279|1|H
1|25-47-170-1-234T|28|528049|6379194|1|B
1|25-49-094-1-140T|-30|396774|6738065|1|B
1|25-49-106-1-135T|8|437498|6740726|1|C
2|25-49-106-1-150T|-30|422197|6695553|1|B
1|25-49-106-1-150T|-2|422200|6695525|1|C
1|25-49-117-1-144T|1|460926|6702757|1|H
1|25-50-059-1-080T|-21|353032|6953864|1|C
1|25-50-062-1-082T|19|359915|6944601|1|B
1|25-50-070-1-076T|-14|389974|6954450|1|C
3|25-50-072-1-101T|-26|370486|6877482|1|B
2|25-50-072-1-101T|3|370489|6877453|1|H
1|25-50-072-1-101T|13|370490|6877443|1|H
2|25-50-075-1-092T|-28|389034|6901028|1|C
1|25-50-075-1-092T|6|389067|6901024|1|B
1|25-50-075-1-095T|-9|386197|6892248|1|B
1|25-50-077-1-097T|-13|390056|6883648|1|0
1|25-50-078-1-101T|-11|388494|6871031|1|C
