npp|nppg|occ|auteurpi|datepi|note|cso|dbpi|pbpi|uspi|ufpi|tfpi|phpi|blpi|efpi|dupi|evof
20-19-184-1-192C|20-19-0512-0623T|1|101|2024-04-22||6H||2||0|||0|||
20-19-195-1-198C|20-19-0539-0652T|1|101|2024-04-22||1|0|2|X||2|0|0||0|
20-21-216-1-099C|20-21-0701-0376T|1|169|2024-05-03||6A||2||0|||0|||
20-21-236-1-120C|20-21-0740-0459T|1|169|2024-05-03||6A||2||0|||0|||
20-21-240-1-117C|20-21-0755-0454T|1|169|2024-05-03||6A||2||0|||0|||
20-87-171-1-194C|20-87-0471-0616T|1|101|2024-04-17||1|0|2|X||2|0|0||0|
25-01-245-1-139C|01575-F5050-2-5T|1|169|2024-05-02||1|0|2|X||2|0|0||0|
25-01-254-1-154C|01575-F6070-7-9T|1|169|2024-05-02||1|0|2|X||2|0|0||0|
25-01-267-1-141C|01585-F1090-5-3T|1|169|2024-05-02||1|0|2|X||2|0|0||0|
25-02-171-1-051C|02561-F2010-8-7T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-02-172-1-061C|02562-F1040-1-8T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-02-175-1-031C|02561-F5030-3-1T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-02-176-1-033C|02561-F5040-3-8T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-02-176-1-034C|02561-F5030-4-1T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-02-178-1-063C|02562-F3000-3-0T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-02-182-1-065C|02562-F4000-4-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-03-194-1-162C|03555-F7090-4-3T|1|169|2024-05-02||1|0|2|X||2|0|0||0|
25-03-206-1-154C|03565-F2030-3-1T|1|169|2024-05-03||6A||2||0|||0|||
25-03-208-1-145C|03565-F3080-0-6T|1|169|2024-05-03||9||2|||||0|||
25-03-212-1-154C|03565-F4010-3-7T|1|169|2024-05-03||6A||2||0|||0|||
25-03-213-1-152C|03565-F4060-3-2T|1|169|2024-05-03||6A||2||0|||0|||
25-03-216-1-160C|03565-F4070-5-9T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-04-291-1-210C|04587-F2020-8-4T|1|138|2024-03-26||1|0|2|X||2|0|0||0|
25-04-294-1-211C|04587-F3000-9-0T|1|138|2024-03-26||7||2||0|||0|||
25-04-295-1-208C|04587-F3060-8-2T|1|138|2024-03-26||1|5|2|X||2|0|0||0|
25-04-301-1-211C|04587-F5010-9-7T|1|138|2024-03-26||6A||2||0|||0|||
25-05-283-1-192C|05587-F1060-2-2T|1|138|2024-03-26||1|0|2|X||2|0|0||0|
25-05-297-1-168C|05586-F8020-6-4T|1|169|2024-05-06||8||2|||||0|||
25-05-299-1-191C|05587-F6050-3-5T|1|138|2024-03-27||3|0|2|X||2|0|0||0|
25-05-303-1-174C|05586-F9040-8-8T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-05-305-1-181C|05587-F9030-1-1T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-06-314-1-196C|06597-F0050-6-5T|1|138|2024-03-27||8||2|||||0|||
25-06-321-1-194C|06597-F2080-6-6T|1|138|2024-03-27||3|5|2|X||2|0|0||0|
25-06-335-1-199C|06597-F6050-9-5T|1|138|2024-03-27||6A||2||0|||0|||
25-07-244-1-207C|07567-F8040-2-8T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-07-247-1-210C|07567-F9000-4-0T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-08-191-1-037C|08561-F9050-6-5T|1|82|2024-05-14||6A||2||0|||0|||
25-08-198-1-029C|08571-F2040-4-8T|1|82|2024-05-14||1|0|2|V||2|0|0||0|
25-08-200-1-039C|08571-F2000-8-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-08-200-1-041C|08571-F1080-8-6T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-09-191-1-279C|09548-F5030-9-1T|1|138|2024-03-27||6A||2||0|||0|||
25-09-211-1-289C|09559-F0030-4-1T|1|138|2024-03-27||4L|0|2|X|0|2||0||0|
25-09-214-1-290C|09559-F1010-4-7T|1|138|2024-03-27||6H||2||0|||0|||
25-10-196-1-074C|10562-F7030-8-1T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-10-200-1-086C|10563-F7030-2-1T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-10-204-1-089C|10563-F8020-3-4T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-10-204-1-093C|10563-F7080-4-6T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-10-205-1-074C|10572-F0000-9-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-10-210-1-091C|10563-F9080-4-6T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-11-213-1-267C|11558-F3010-7-7T|1|138|2024-04-03||6A||2||0|||0|||
25-11-236-1-259C|11568-F0080-7-6T|1|138|2024-04-03||6A||2||0|||0|||
25-12-209-1-215C|12557-F7010-1-7T|1|138|2024-04-08||1|0|2|X||2|0|0||0|
25-12-211-1-221C|12557-F7010-3-7T|1|138|2024-04-08||6A||2||0|||0|||
25-12-213-1-223C|12557-F7050-4-5T|1|138|2024-04-08||7||2||0|||0|||
25-12-213-1-226C|12557-F7020-5-4T|1|138|2024-04-08||6A||2||0|||0|||
25-12-227-1-229C|12567-F1010-7-7T|1|138|2024-04-08||1|1|1|X||2|0|0||0|
25-13-278-1-238C|13578-F5050-5-5T|1|138|2024-04-08||4L|0|2|X|0|2||0||0|
25-13-286-1-225C|13578-F9020-2-4T|1|138|2024-04-08||6A||2||0|||0|||
25-13-299-1-234C|13588-F2020-6-4T|1|138|2024-04-08||6A||2||0|||0|||
25-14-086-1-084C|14532-F3030-0-1T|1|106|2024-05-14||6A||2||0|||0|||
25-14-106-1-091C|14532-F8060-4-2T|1|106|2024-05-14||6A||2||0|||0|||
25-14-109-1-081C|14542-F0050-1-5T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-15-208-1-211C|15557-F7020-0-4T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-15-217-1-195C|15566-F1050-6-5T|1|169|2024-05-03||7||2||0|||0|||
25-16-148-1-194C|16545-F0090-9-3T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-17-113-1-195C|17535-F0030-6-1T|1|101|2024-03-22||6A||2||0|||0|||
25-17-115-1-203C|17535-F0010-8-7T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-17-117-1-189C|17535-F2010-4-7T|1|101|2024-03-22||6A||2||0|||0|||
25-17-127-1-214C|17536-F2060-3-2T|1|101|2024-03-22||6A||2||0|||0|||
25-17-134-1-210C|17536-F5010-2-7T|1|101|2024-03-22||6A||2||0|||0|||
25-18-171-1-123C|18554-F4090-0-3T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-18-174-1-121C|18554-F6000-0-0T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-18-190-1-133C|18554-F9060-5-2T|1|101|2024-03-22||6A||2||0|||0|||
25-19-176-1-204C|19546-F8030-5-1T|1|101|2024-04-22||6A||2||0|||0|||
25-19-185-1-202C|19556-F1020-5-4T|1|101|2024-04-22||6A||2||0|||0|||
25-19-185-1-203C|19556-F1010-5-7T|1|101|2024-04-22||1|0|2|X||2|0|0||0|
25-19-187-1-184C|19556-F3060-0-2T|1|101|2024-04-22||6A||2||0|||0|||
25-19-187-1-192C|19556-F2080-2-6T|1|101|2024-04-22||1|0|2|X||2|0|0||0|
25-21-221-1-101C|21573-F2010-8-7T|1|169|2024-05-03||6A||2||0|||0|||
25-21-224-1-098C|21573-F3030-8-1T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-21-226-1-099C|21573-F3080-8-6T|1|169|2024-05-03||6A||2||0|||0|||
25-21-227-1-106C|21574-F3040-0-8T|1|169|2024-05-03||6A||2||0|||0|||
25-21-236-1-105C|21574-F6020-1-4T|1|169|2024-05-03||6A||2||0|||0|||
25-21-241-1-094C|21573-F8080-8-6T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-22-050-1-123C|22512-F8060-8-2T|1|106|2024-05-14||6A||2||0|||0|||
25-23-180-1-179C|23555-F2000-8-0T|1|101|2024-03-22||1|1|1|X||2|0|0||0|
25-23-195-1-181C|23556-F6030-0-1T|1|101|2024-04-22||1|0|2|X||2|0|0||0|
25-24-160-1-217C|24546-F2020-7-4T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-24-163-1-227C|24547-F2010-0-7T|1|101|2024-03-22||6A||2||0|||0|||
25-24-164-1-216C|24546-F3050-7-5T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-24-168-1-215C|24546-F4080-7-6T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-24-169-1-219C|24546-F4070-8-9T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-24-176-1-215C|24546-F7020-8-4T|1|101|2024-03-22||6A||2||0|||0|||
25-25-263-1-099C|25584-F4090-2-3T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-25-266-1-099C|25584-F5080-2-6T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-26-258-1-174C|26576-F5090-4-3T|1|138|2024-04-03||6A||2||0|||0|||
25-26-263-1-189C|26576-F5090-9-3T|1|138|2024-04-03||6A||2||0|||0|||
25-26-267-1-182C|26576-F7080-7-6T|1|138|2024-04-03||6A||2||0|||0|||
25-26-267-1-186C|26576-F7040-8-8T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-26-278-1-200C|26577-F9030-4-1T|1|138|2024-04-03||3|5|2|X||2|0|0||0|
25-27-124-1-085C|27542-F4060-4-2T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-27-129-1-074C|27542-F7020-1-4T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-27-133-1-086C|27542-F7020-5-4T|1|106|2024-05-14||6A||2||0|||0|||
25-27-135-1-071C|27542-F9030-1-1T|1|106|2024-05-14||6A||2||0|||0|||
25-28-138-1-090C|28542-F8030-7-1T|1|106|2024-05-14||6A||2||0|||0|||
25-28-140-1-099C|28543-F8000-0-0T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-28-149-1-109C|28543-F9070-3-9T|1|106|2024-05-14||6A||2||0|||0|||
25-28-152-1-107C|28553-F0080-3-6T|1|106|2024-05-14||6A||2||0|||0|||
25-29-026-1-133C|29512-F0040-8-8T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-29-029-1-148C|29503-F9080-3-6T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-2A-343-1-237C|2A509-F8001-6-0T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-2A-347-1-247C|2A509-F8021-9-4T|1|138|2024-04-03||4L|0|2|X|0|2||0||0|
25-2A-365-1-250C|2A510-F3131-2-1T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-2B-357-1-226C|2B519-F3031-4-1T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-2B-362-1-230C|2B519-F4041-5-8T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-30-238-1-226C|30567-F4070-7-9T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-30-258-1-212C|30577-F2010-5-7T|1|138|2024-03-27||6A||2||0|||0|||
25-30-258-1-213C|30577-F2000-6-0T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-31-185-1-271C|31548-F4030-6-1T|1|138|2024-04-09||6A||2||0|||0|||
25-31-189-1-283C|31549-F4030-0-1T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-31-196-1-263C|31548-F8040-4-8T|1|138|2024-04-09||6A||2||0|||0|||
25-32-162-1-265C|32538-F8000-2-0T|1|101|2024-03-22||6A||2||0|||0|||
25-32-170-1-253C|32547-F1060-9-2T|1|101|2024-03-22||6A||2||0|||0|||
25-32-171-1-256C|32548-F1060-0-2T|1|101|2024-03-22||1|0|2|U||1|0|0||0|
25-32-183-1-259C|32548-F4090-2-3T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-115-1-218C|33526-F8060-3-2T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-124-1-231C|33536-F0000-8-0T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-127-1-233C|33536-F0070-8-9T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-139-1-223C|33536-F5030-7-1T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-144-1-249C|33537-F4020-5-4T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-150-1-247C|33537-F6020-5-4T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-34-240-1-250C|34568-F2090-5-3T|1|138|2024-04-09||6A||2||0|||0|||
25-34-245-1-248C|34568-F4060-5-2T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-34-248-1-240C|34568-F6030-3-1T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-34-249-1-243C|34568-F6030-4-1T|1|138|2024-04-09||4L|0|2|X|0|2||0||0|
25-34-250-1-243C|34568-F6060-4-2T|1|138|2024-04-09||6A||2||0|||0|||
25-34-257-1-237C|34568-F9030-3-1T|1|138|2024-04-09||6A||2||0|||0|||
25-35-074-1-122C|35523-F5090-0-3T|1|106|2024-05-20||6A||2||0|||0|||
25-35-075-1-117C|35522-F6070-8-9T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-36-154-1-154C|36544-F6070-7-9T|1|101|2024-04-02||6A||2||0|||0|||
25-36-156-1-145C|36544-F8020-5-4T|1|101|2024-04-02||6A||2||0|||0|||
25-36-156-1-163C|36545-F6040-0-8T|1|101|2024-04-02||6A||2||0|||0|||
25-36-158-1-160C|36545-F7030-0-1T|1|101|2024-04-02||1|0|2|X||2|0|0||0|
25-36-170-1-148C|36554-F2010-7-7T|1|101|2024-04-02||1|0|2|X||2|0|0||0|
25-37-126-1-137C|37544-F0000-0-0T|1|106|2024-05-20||6A||2||0|||0|||
25-37-131-1-133C|37543-F1090-9-3T|1|106|2024-05-20||6A||2||0|||0|||
25-37-134-1-147C|37544-F1040-3-8T|1|106|2024-05-20||6A||2||0|||0|||
25-37-138-1-134C|37544-F3090-0-3T|1|106|2024-05-20||6A||2||0|||0|||
25-37-140-1-136C|37544-F4030-1-1T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-37-141-1-136C|37544-F4060-1-2T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-37-142-1-149C|37544-F3060-5-2T|1|106|2024-05-20||6A||2||0|||0|||
25-38-256-1-157C|38575-F7000-9-0T|1|169|2024-05-03||6A||2||0|||0|||
25-38-257-1-160C|38576-F7000-0-0T|1|169|2024-05-03||6A||2||0|||0|||
25-38-272-1-168C|38586-F0070-3-9T|1|169|2024-05-03||1|1|1|X||2|0|0||0|
25-38-276-1-178C|38586-F0090-7-3T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-38-277-1-168C|38586-F2020-4-4T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-38-280-1-159C|38586-F4000-2-0T|1|169|2024-05-06||6A||2||0|||0|||
25-38-283-1-164C|38586-F4040-3-8T|1|169|2024-05-03||6A||2||0|||0|||
25-39-269-1-128C|39585-F3080-1-6T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-40-124-1-276C|40528-F5050-1-5T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-40-128-1-281C|40528-F6020-3-4T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-40-131-1-263C|40527-F8090-8-3T|1|101|2024-03-22||1|8|2|X||2|0|0||0|
25-40-134-1-252C|40537-F0090-5-3T|1|101|2024-03-22||6A||2||0|||0|||
25-40-136-1-266C|40537-F0010-9-7T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-40-139-1-259C|40537-F1070-7-9T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-40-140-1-277C|40538-F0020-3-4T|1|101|2024-03-22||1|R|2|U||1|0|0||0|
25-40-141-1-252C|40537-F3000-6-0T|1|101|2024-03-22||6A||2||0|||0|||
25-40-145-1-269C|40538-F2050-1-5T|1|101|2024-03-22||6A||2||0|||0|||
25-40-151-1-258C|40537-F5040-8-8T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-40-154-1-253C|40537-F6080-7-6T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-41-149-1-128C|41543-F7080-9-6T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-41-152-1-136C|41544-F7090-2-3T|1|106|2024-05-20||6A||2||0|||0|||
25-41-154-1-130C|41544-F9010-0-7T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-41-163-1-134C|41554-F1040-2-8T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-41-165-1-121C|41553-F3030-9-1T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-41-169-1-131C|41554-F3050-2-5T|1|106|2024-05-20||6A||2||0|||0|||
25-42-225-1-162C|42565-F7020-7-4T|1|169|2024-05-03|coupe récente|1|0|2|X||2|0|0||0|
25-42-229-1-169C|42565-F7070-9-9T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-42-246-1-176C|42576-F2010-3-7T|1|169|2024-05-03||6H||2||0|||0|||
25-43-241-1-195C|43566-F8070-8-9T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-43-243-1-186C|43576-F0020-6-4T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-44-082-1-162C|44524-F4030-3-1T|1|106|2024-05-20||7||2||0|||0|||
25-45-162-1-110C|45553-F3050-5-5T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-45-163-1-110C|45553-F3080-5-6T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-45-167-1-101C|45553-F5090-3-3T|1|106|2024-05-20||6A||2||0|||0|||
25-45-169-1-118C|45553-F4080-8-6T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-45-170-1-116C|45553-F5030-8-1T|1|106|2024-05-20|<pb resolu> |6A||2||0|||0|||
25-45-173-1-115C|45553-F6030-8-1T|1|106|2024-05-20||6A||1||0|||0|||
25-45-183-1-114C|45553-F9040-8-8T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-46-179-1-234C|46547-F6020-4-4T|1|101|2024-03-22||6A||2||0|||0|||
25-46-181-1-226C|46547-F7060-2-2T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-46-189-1-227C|46547-F9090-3-3T|1|101|2024-03-22||6A||2||0|||0|||
25-46-196-1-224C|46557-F2030-3-1T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-47-154-1-244C|47537-F7070-4-9T|1|101|2024-03-22||3|0|2|X||2|0|0||0|
25-47-170-1-241C|47547-F2080-5-6T|1|101|2024-03-22||6A||2||0|||0|||
25-48-222-1-207C|48567-F1080-0-6T|1|138|2024-04-05||4L|0|2|X|0|2||0||0|
25-48-229-1-218C|48567-F2080-4-6T|1|138|2024-04-05||1|0|2|X||2|0|0||0|
25-48-235-1-219C|48567-F4050-5-5T|1|138|2024-04-05||6A||2||0|||0|||
25-48-237-1-211C|48567-F5090-3-3T|1|138|2024-04-05||6A||2||0|||0|||
25-48-243-1-221C|48567-F6070-6-9T|1|138|2024-04-05||1|0|2|X||2|0|0||0|
25-49-106-1-145C|49534-F3020-0-4T|1|106|2024-05-20||6A||2||0|||0|||
25-49-109-1-140C|49533-F4060-9-2T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-51-183-1-071C|51562-F3070-5-9T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-51-192-1-052C|51562-F8030-1-1T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-51-199-1-050C|51572-F0060-1-2T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-51-201-1-064C|51562-F9080-5-6T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-51-211-1-051C|51572-F4010-2-7T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-51-212-1-061C|51572-F3040-5-8T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-52-218-1-072C|52572-F4010-9-7T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-52-231-1-089C|52573-F6030-6-1T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-52-232-1-093C|52573-F6020-7-4T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-52-238-1-079C|52573-F9040-3-8T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-52-242-1-078C|52583-F0070-3-9T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-53-096-1-120C|53533-F2070-1-9T|1|106|2024-05-20||6A||2||0|||0|||
25-54-239-1-058C|54582-F1080-7-6T|1|82|2024-05-14||6A||1||0|||0|||
25-54-250-1-049C|54582-F6000-6-0T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-55-215-1-048C|55572-F5060-2-2T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-55-225-1-044C|55572-F9000-2-0T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-55-231-1-065C|55572-F8070-8-9T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-56-063-1-138C|56523-F1000-4-0T|1|106|2024-05-21||6A||2||0|||0|||
25-57-240-1-031C|57581-F4080-9-6T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-57-246-1-034C|57582-F6030-1-1T|1|82|2024-05-14||7||2||0|||0|||
25-57-252-1-029C|57582-F8060-0-2T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-57-259-1-040C|57582-F9060-4-2T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-57-261-1-042C|57592-F0000-5-0T|1|82|2024-05-14||6A||2||0|||0|||
25-58-200-1-123C|58564-F3060-3-2T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-58-206-1-128C|58564-F4090-5-3T|1|169|2024-05-03||6A||2||0|||0|||
25-58-215-1-129C|58564-F7050-6-5T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-58-216-1-123C|58564-F8040-4-8T|1|169|2024-05-03||6A||2||0|||0|||
25-59-154-1-016C|59560-F0050-6-5T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-59-158-1-015C|59560-F1080-6-6T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-59-167-1-028C|59561-F3020-1-4T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-59-174-1-017C|59560-F6040-8-8T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-59-180-1-023C|59561-F7060-1-2T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-60-140-1-065C|60551-F1040-9-8T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-60-156-1-054C|60551-F7030-8-1T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-60-160-1-055C|60551-F8040-8-8T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-60-161-1-052C|60551-F9000-8-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-61-123-1-101C|61542-F2070-8-9T|1|106|2024-05-21||6A||2||0|||0|||
25-62-134-1-020C|62550-F4010-5-7T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-62-136-1-017C|62550-F5000-5-0T|1|82|2024-05-14||5|0|2|X||2|0|0||0|
25-63-203-1-182C|63556-F8060-1-2T|1|169|2024-05-03||6A||2||0|||0|||
25-63-204-1-186C|63556-F8050-2-5T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-63-207-1-171C|63565-F0090-8-3T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-63-208-1-181C|63566-F0020-1-4T|1|169|2024-05-03||6A||2||0|||0|||
25-63-209-1-168C|63565-F1080-7-6T|1|169|2024-05-03||6A||2||0|||0|||
25-64-147-1-293C|64538-F0070-8-9T|1|101|2024-03-22||4L|0|2|X|0|2||0||0|
25-64-154-1-300C|64539-F2010-1-7T|1|101|2024-03-22||6H||2||0|||0|||
25-64-156-1-278C|64538-F4090-5-3T|1|101|2024-03-22||6A||2||0|||0|||
25-65-174-1-277C|65548-F0040-6-8T|1|101|2024-03-22||6A||2||0|||0|||
25-66-231-1-291C|66559-F6010-6-7T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-66-235-1-288C|66559-F7060-6-2T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-67-274-1-052C|67592-F2090-9-3T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-67-275-1-027C|67592-F5070-1-9T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-67-277-1-047C|67592-F4030-8-1T|1|82|2024-05-14||7||2||0|||0|||
25-67-277-1-050C|67592-F4000-9-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-68-271-1-056C|68593-F1060-0-2T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-68-278-1-058C|68593-F3050-1-5T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-68-280-1-079C|68593-F2000-8-0T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-68-283-1-076C|68593-F3020-7-4T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-68-286-1-081C|68593-F3060-9-2T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-69-240-1-148C|69575-F3010-4-7T|1|169|2024-05-03||1|5|2|X||2|0|0||0|
25-69-248-1-163C|69576-F4000-0-0T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-70-248-1-095C|70583-F0080-9-6T|1|169|2024-05-03||6A||2||0|||0|||
25-70-250-1-090C|70583-F1090-8-3T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-70-257-1-092C|70583-F3080-9-6T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-70-267-1-077C|70583-F8030-6-1T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-71-219-1-122C|71564-F9040-4-8T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-71-221-1-124C|71564-F9080-5-6T|1|169|2024-05-06||6A||2||0|||0|||
25-71-232-1-123C|71574-F3020-6-4T|1|169|2024-05-03|<VD>|3|5|2|X||2|0|X||0|
25-71-232-1-141C|71575-F1040-1-8T|1|169|2024-05-06||6A||2||0|||0|||
25-71-242-1-127C|71574-F5080-8-6T|1|169|2024-05-06||6A||2||0|||0|||
25-71-247-1-120C|71574-F8000-7-0T|1|169|2024-05-06||6A||2||0|||0|||
25-71-247-1-133C|71575-F6070-0-9T|1|169|2024-05-06||6A||2||0|||0|||
25-72-124-1-115C|72543-F1060-3-2T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-72-125-1-130C|72543-F0040-7-8T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-72-127-1-123C|72543-F1070-5-9T|1|106|2024-05-21||6A||2||0|||0|||
25-73-297-1-162C|73586-F8080-4-6T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-73-303-1-158C|73596-F1000-4-0T|1|169|2024-05-06||6H||2||0|||0|||
25-74-283-1-140C|74585-F6080-6-6T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-74-294-1-138C|74595-F0030-7-1T|1|169|2024-05-06||7||2||0|||0|||
25-76-118-1-062C|76541-F5010-6-7T|1|208|2024-04-19|<auto>|6A||2||0|||0|||
25-76-119-1-064C|76541-F5020-7-4T|1|106|2024-05-21||6A||2||0|||0|||
