npp|nppg|occ|auteurpi|datepi|note|cso|dbpi|pbpi|uspi|ufpi|tfpi|phpi|blpi|efpi|dupi|evof
25-57-252-1-047C|57582-F6080-5-6T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-58-193-1-124C|58564-F1040-2-8T|1|169|2024-05-03||6A||2||0|||0|||
25-58-194-1-128C|58564-F1030-4-1T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-58-198-1-133C|58564-F2000-6-0T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-58-204-1-140C|58564-F3010-8-7T|1|169|2024-05-03||1|1|1|X||1|0|0||0|
25-58-215-1-115C|58564-F8090-2-3T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-59-140-1-009C|59550-F7000-3-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-59-147-1-014C|59550-F8060-5-2T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-59-159-1-023C|59560-F1030-9-1T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-59-167-1-017C|59560-F4030-8-1T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-59-168-1-019C|59560-F4040-8-8T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-60-146-1-057C|60551-F4000-8-0T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-60-147-1-059C|60551-F4010-8-7T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-60-152-1-058C|60551-F5070-8-9T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-61-092-1-106C|61532-F2090-7-3T|1|106|2024-05-21|<pb resolu> |1|H|2|X||2|0|0||0|
25-61-107-1-095C|61532-F8050-5-5T|1|106|2024-05-21||6A||2||0|||0|||
25-61-118-1-103C|61542-F1000-9-0T|1|106|2024-05-21||7||1||0|||0|||
25-61-119-1-092C|61542-F2040-5-8T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-61-123-1-097C|61542-F3010-7-7T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-62-128-1-029C|62550-F1040-7-8T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-62-130-1-027C|62550-F2020-7-4T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-62-154-1-026C|62550-F9050-9-5T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-63-200-1-170C|63555-F8090-7-3T|1|169|2024-05-03||6A||2||0|||0|||
25-63-206-1-165C|63565-F1020-6-4T|1|169|2024-05-03||7||2||0|||0|||
25-63-210-1-177C|63566-F1020-0-4T|1|169|2024-05-03||6A||2||0|||0|||
25-63-213-1-169C|63565-F2090-8-3T|1|169|2024-05-03||6A||2||0|||0|||
25-63-215-1-178C|63566-F2060-1-2T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-63-219-1-170C|63565-F4060-9-2T|1|169|2024-05-03||6H||2||0|||0|||
25-63-224-1-170C|63565-F6010-9-7T|1|169|2024-05-03||6H||2||0|||0|||
25-64-140-1-281C|64528-F9080-4-6T|1|101|2024-03-22||6A||1||0|||0|||
25-64-153-1-286C|64538-F3020-7-4T|1|101|2024-03-22||6A||2||0|||0|||
25-64-157-1-278C|64538-F5020-5-4T|1|101|2024-03-22||6A||2||0|||0|||
25-65-163-1-288C|65538-F6000-9-0T|1|101|2024-03-22||6A||1||0|||0|||
25-65-165-1-288C|65538-F6060-9-2T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-65-173-1-283C|65538-F9050-8-5T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-65-173-1-289C|65539-F8090-0-3T|1|101|2024-03-22||4L|0|2|X|0|2||0||0|
25-65-174-1-297C|65539-F8040-2-8T|1|101|2024-03-22||3|0|2|X||2|0|0||0|
25-66-218-1-290C|66559-F2030-5-1T|1|138|2024-04-09||3|5|2|X||2|0|0||0|
25-67-262-1-038C|67592-F0070-3-9T|1|82|2024-05-14||7||2||0|||0|||
25-67-275-1-043C|67592-F4010-6-7T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-67-277-1-044C|67592-F4060-7-2T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-67-281-1-037C|67592-F6050-5-5T|1|82|2024-05-14||6A||2||0|||0|||
25-68-282-1-081C|68593-F2040-8-8T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-69-247-1-159C|69575-F4010-8-7T|1|169|2024-05-03||6A||2||0|||0|||
25-69-257-1-158C|69575-F7020-9-4T|1|169|2024-05-03||6A||2||0|||0|||
25-70-249-1-081C|70583-F2050-5-5T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-70-252-1-085C|70583-F3000-7-0T|1|169|2024-05-03||6A||2||0|||0|||
25-70-253-1-084C|70583-F3040-6-8T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-70-253-1-101C|70584-F1070-1-9T|1|169|2024-05-03||9||2|||||0|||
25-71-218-1-139C|71564-F7040-9-8T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-71-231-1-140C|71575-F1020-1-4T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-71-240-1-139C|71575-F4000-2-0T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-71-243-1-124C|71574-F6040-7-8T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-71-243-1-129C|71574-F5090-9-3T|1|169|2024-05-06||6A||2||0|||0|||
25-71-245-1-123C|71574-F7010-7-7T|1|169|2024-05-06||6A||2||0|||0|||
25-71-246-1-118C|71574-F7090-6-3T|1|169|2024-05-06||6A||2||0|||0|||
25-72-117-1-129C|72533-F8010-6-7T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-72-118-1-123C|72533-F9000-5-0T|1|106|2024-05-21||6A||2||0|||0|||
25-72-121-1-123C|72533-F9090-5-3T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-72-127-1-118C|72543-F2020-4-4T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-73-278-1-159C|73586-F3040-1-8T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-73-296-1-145C|73595-F0020-9-4T|1|169|2024-05-06||6H||2||0|||0|||
25-74-281-1-140C|74585-F6020-6-4T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-76-121-1-055C|76541-F6070-4-9T|1|106|2024-05-21||6A||2||0|||0|||
25-76-125-1-045C|76541-F8090-2-3T|1|106|2024-05-21||6A||2||0|||0|||
25-77-163-1-068C|77552-F8000-3-0T|1|106|2024-05-21||6A||2||0|||0|||
25-77-174-1-093C|77553-F8080-1-6T|1|106|2024-05-21||6A||2||0|||0|||
25-77-186-1-077C|77562-F4000-8-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-78-142-1-085C|78552-F0000-6-0T|1|106|2024-05-21||6A||2||0|||0|||
25-78-152-1-093C|78552-F2020-9-4T|1|106|2024-05-21||6A||2||0|||0|||
25-79-121-1-158C|79534-F6040-5-8T|1|101|2024-03-22||6A||2||0|||0|||
25-80-126-1-035C|80550-F0020-9-4T|1|82|2024-05-14||6A||2||0|||0|||
25-80-135-1-033C|80550-F3010-9-7T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-80-144-1-047C|80551-F4040-4-8T|1|82|2024-05-14||6A||2||0|||0|||
25-80-154-1-044C|80551-F7070-4-9T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-81-205-1-257C|81558-F1070-3-9T|1|138|2024-04-08||6A||2||0|||0|||
25-81-211-1-249C|81558-F4030-2-1T|1|138|2024-04-08||6A||2||0|||0|||
25-81-215-1-243C|81558-F6010-0-7T|1|138|2024-04-08||1|0|2|X||2|0|0||0|
25-81-216-1-254C|81558-F5030-4-1T|1|138|2024-04-08||1|0|2|X||2|0|0||0|
25-81-219-1-257C|81558-F5090-5-3T|1|138|2024-04-08|<pb> |3|5|2|X||2|0|0||0|
25-82-173-1-239C|82547-F3090-5-3T|1|101|2024-03-22||1|1|1|X||2|0|0||0|
25-82-177-1-239C|82547-F5010-5-7T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-83-300-1-230C|83588-F2090-5-3T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-83-307-1-231C|83588-F4090-6-3T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-83-308-1-217C|83588-F6060-2-2T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-83-312-1-234C|83588-F6010-7-7T|1|138|2024-04-09||6A||2||0|||0|||
25-83-312-1-237C|83588-F5080-8-6T|1|138|2024-04-09||3|0|2|X||1|0|0||U|
25-83-315-1-218C|83588-F8060-3-2T|1|138|2024-04-09||7||2||0|||0|||
25-83-319-1-230C|83588-F8060-7-2T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-84-270-1-204C|84577-F6050-4-5T|1|138|2024-04-03||6A||2||0|||0|||
25-84-281-1-210C|84577-F9020-7-4T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-84-285-1-216C|84577-F9080-9-6T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-84-290-1-218C|84588-F1010-0-7T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-85-097-1-179C|85524-F7010-9-7T|1|106|2024-05-21|<pb resolu> |1|0|2|X||2|0|0||0|
25-85-098-1-171C|85524-F8020-7-4T|1|106|2024-05-21|<pb resolu> |6A||2||0|||0|||
25-86-131-1-161C|86534-F9010-7-7T|1|101|2024-04-02||6A||2||0|||0|||
25-86-132-1-178C|86535-F7070-2-9T|1|101|2024-04-02||6A||2||0|||0|||
25-86-133-1-169C|86535-F8090-0-3T|1|101|2024-04-02||6A||2||0|||0|||
25-86-134-1-161C|86544-F0000-8-0T|1|101|2024-04-02||1|0|2|X||2|0|0||0|
25-86-136-1-159C|86544-F0080-7-6T|1|101|2024-04-02||7||2||0|||0|||
25-86-140-1-161C|86544-F1080-8-6T|1|101|2024-04-02||1|0|2|X||2|0|0||0|
25-86-146-1-173C|86545-F2040-2-8T|1|101|2024-04-02||6A||2||0|||0|||
25-86-152-1-165C|86545-F5000-1-0T|1|101|2024-04-02||7||1||0|||0|||
25-87-165-1-187C|87545-F6070-8-9T|1|101|2024-04-17||6A||2||0|||0|||
25-87-181-1-184C|87555-F1080-9-6T|1|101|2024-04-17||1|0|2|X||2|0|0||0|
25-88-243-1-071C|88583-F1070-1-9T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-88-256-1-070C|88583-F5070-2-9T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-88-265-1-073C|88583-F8010-4-7T|1|82|2024-05-14||6A||2||0|||0|||
25-89-182-1-092C|89563-F1030-2-1T|1|169|2024-05-06||6A||2||0|||0|||
25-89-194-1-107C|89563-F3040-7-8T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-89-202-1-112C|89564-F5030-0-1T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
20-19-182-1-203C|20-19-0495-0654T|1|101|2024-04-22||1|0|2|X||2|0|0||0|
20-19-192-1-186C|20-19-0542-0613T|1|101|2024-04-22||6H||2||0|||0|||
20-19-198-1-181C|20-19-0565-0604T|1|101|2024-04-22||1|0|2|X||2|0|0||0|
20-21-247-1-108C|20-21-0785-0434T|1|169|2024-05-03||6A||2||0|||0|||
20-58-196-1-125C|20-58-0615-0434T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
20-87-182-1-187C|20-87-0511-0606T|1|101|2024-04-17||1|0|2|X||2|0|0||0|
25-01-263-1-139C|01585-F0090-4-3T|1|169|2024-05-02||1|0|2|X||2|0|0||0|
25-01-265-1-135C|01585-F1090-3-3T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-02-168-1-046C|02561-F1070-6-9T|1|82|2024-05-14||5|0|2|X||2|0|0||0|
25-02-172-1-041C|02561-F3040-5-8T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-02-173-1-060C|02562-F1080-1-6T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-02-179-1-042C|02561-F5040-6-8T|1|82|2024-05-14||6A||2||0|||0|||
25-02-185-1-045C|02561-F6090-8-3T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-03-219-1-151C|03565-F6050-3-5T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-04-294-1-200C|04587-F4010-5-7T|1|138|2024-03-26||6A||2||0|||0|||
25-04-294-1-207C|04587-F3040-7-8T|1|138|2024-03-26||4L|H|2|X|0|2||0||0|
25-04-300-1-207C|04587-F5020-8-4T|1|138|2024-03-26||6A||2||0|||0|||
25-04-302-1-198C|04587-F6070-5-9T|1|138|2024-03-26||6H||2||0|||0|||
25-04-303-1-197C|04587-F7010-5-7T|1|138|2024-03-26||1|0|2|X||2|0|0||0|
25-04-310-1-209C|04588-F8000-0-0T|1|138|2024-03-26||8||2|||||0|||
25-04-310-1-212C|04588-F7070-0-9T|1|138|2024-03-26||1|0|2|X||2|0|0||0|
25-04-315-1-199C|04597-F0050-7-5T|1|138|2024-03-26||4L|0|2|X|0|2||0||0|
25-04-315-1-205C|04587-F9090-9-3T|1|138|2024-03-26||4L|0|2|X|0|2||0||0|
25-05-288-1-188C|05587-F3050-1-5T|1|138|2024-03-26||1|0|2|X||2|0|0||0|
25-05-290-1-188C|05587-F4010-1-7T|1|138|2024-03-27||8||2|||||0|||
25-05-293-1-179C|05586-F5090-9-3T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-05-298-1-183C|05587-F7000-1-0T|1|138|2024-03-27||6H||2||0|||0|||
25-05-298-1-184C|05587-F6090-1-3T|1|138|2024-03-27||8||2|||||0|||
25-06-318-1-199C|06597-F1040-7-8T|1|240|2024-05-23|<pb> <VD>|6A||2||0|||0|||
25-06-323-1-196C|06597-F3020-7-4T|1|138|2024-03-27||1|P|2|X||2|3|0||0|
25-06-334-1-189C|06597-F7020-6-4T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-06-335-1-194C|06597-F7000-8-0T|1|138|2024-03-27||4L|0|2|X|0|1||0|1|0|
25-06-336-1-189C|06597-F7080-6-6T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-07-249-1-211C|07567-F9050-4-5T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-07-251-1-185C|07576-F2070-6-9T|1|138|2024-03-27||6A||2||0|||0|||
25-07-253-1-210C|07577-F0080-4-6T|1|138|2024-03-27||7||2||0|||0|||
25-07-257-1-185C|07576-F4050-7-5T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-08-197-1-038C|08571-F1020-7-4T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-08-203-1-035C|08571-F3030-7-1T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-09-206-1-271C|09558-F0060-8-2T|1|138|2024-03-27||6A||2||0|||0|||
25-09-206-1-279C|09549-F9080-0-6T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-09-207-1-278C|09559-F0020-0-4T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-09-210-1-279C|09559-F1000-1-0T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-09-214-1-286C|09559-F1050-3-5T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-10-194-1-079C|10562-F6020-9-4T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-10-207-1-081C|10563-F9090-1-3T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-11-206-1-268C|11558-F0090-7-3T|1|138|2024-04-03||6A||2||0|||0|||
25-11-213-1-281C|11559-F1070-1-9T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-11-215-1-277C|11559-F2070-0-9T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-11-216-1-269C|11558-F3080-8-6T|1|138|2024-04-03||6A||2||0|||0|||
25-11-219-1-278C|11559-F3080-1-6T|1|138|2024-04-03||6A||1||0|||0|||
25-11-220-1-261C|11558-F5080-6-6T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-11-222-1-267C|11558-F5080-8-6T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-11-224-1-260C|11558-F7010-6-7T|1|138|2024-04-03||3|0|2|X||2|0|0||0|
25-11-226-1-273C|11559-F6040-0-8T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-11-229-1-261C|11558-F8050-7-5T|1|138|2024-04-03||1|R|2|X||2|0|0||0|
25-11-231-1-271C|11559-F8010-0-7T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-12-199-1-223C|12557-F3030-3-1T|1|138|2024-04-08||1|0|2|X||2|0|0||0|
25-12-201-1-225C|12557-F3070-3-9T|1|138|2024-04-08||6A||2||0|||0|||
25-12-208-1-223C|12557-F6000-4-0T|1|138|2024-04-08||6A||2||0|||0|||
25-12-220-1-242C|12558-F7070-0-9T|1|138|2024-04-08||1|0|2|X||2|0|0||0|
25-12-221-1-225C|12557-F9070-5-9T|1|138|2024-04-08||6A||2||0|||0|||
25-12-225-1-230C|12567-F0040-7-8T|1|138|2024-04-08||1|0|2|X||2|0|0||0|
25-12-229-1-230C|12567-F1060-8-2T|1|138|2024-04-08||6A||2||0|||0|||
25-13-278-1-232C|13578-F6010-3-7T|1|138|2024-04-08||6H||2||0|||0|||
25-13-280-1-234C|13578-F6050-4-5T|1|138|2024-04-08||7||2||0|||0|||
25-14-109-1-086C|14542-F0000-3-0T|1|106|2024-05-14||6A||2||0|||0|||
25-14-112-1-083C|14542-F1020-2-4T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-15-201-1-210C|15556-F5020-9-4T|1|169|2024-05-03||6A||2||0|||0|||
25-15-208-1-205C|15556-F7080-8-6T|1|169|2024-05-03||6A||2||0|||0|||
25-15-219-1-196C|15566-F2000-7-0T|1|169|2024-05-03||6A||2||0|||0|||
25-16-145-1-208C|16536-F8060-3-2T|1|101|2024-03-22||6A||2||0|||0|||
25-16-148-1-198C|16546-F0050-0-5T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-16-149-1-189C|16545-F1070-7-9T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-16-153-1-181C|16545-F3070-5-9T|1|101|2024-03-22||6A||2||0|||0|||
25-17-109-1-208C|17525-F7080-9-6T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-17-114-1-193C|17535-F0080-5-6T|1|101|2024-03-22||6A||2||0|||0|||
25-17-120-1-196C|17535-F2030-7-1T|1|101|2024-03-22||6A||2||0|||0|||
25-17-122-1-206C|17536-F1090-0-3T|1|101|2024-03-22||6A||2||0|||0|||
25-17-132-1-198C|17535-F5070-8-9T|1|101|2024-03-22||7||2||0|||0|||
25-17-142-1-219C|17536-F6060-6-2T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-18-175-1-147C|18554-F3070-7-9T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-18-179-1-132C|18554-F6040-3-8T|1|101|2024-03-22||6A||2||0|||0|||
25-19-174-1-194C|19546-F8070-1-9T|1|101|2024-04-22||1|0|2|X||2|0|0||0|
25-19-186-1-191C|19556-F2060-2-2T|1|101|2024-04-22||1|0|2|X||2|0|0||0|
25-19-196-1-193C|19556-F5040-3-8T|1|101|2024-04-22||1|0|2|X||2|0|0||0|
25-21-214-1-111C|21564-F9000-1-0T|1|169|2024-05-03||6A||2||0|||0|||
25-21-223-1-096C|21573-F3020-7-4T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-21-225-1-091C|21573-F4030-6-1T|1|169|2024-05-03||6A||2||0|||0|||
25-21-228-1-111C|21574-F3020-2-4T|1|169|2024-05-03||6A||2||0|||0|||
25-21-233-1-104C|21574-F5040-0-8T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-21-235-1-100C|21573-F6040-9-8T|1|169|2024-05-03||6A||2||0|||0|||
25-21-235-1-114C|21574-F5000-4-0T|1|169|2024-05-03||6A||2||0|||0|||
25-21-239-1-096C|21573-F8000-9-0T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-21-239-1-117C|21574-F5090-5-3T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-21-240-1-112C|21574-F6070-3-9T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-21-242-1-106C|21574-F7090-2-3T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-22-037-1-127C|22512-F4030-8-1T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-22-038-1-126C|22512-F4070-7-9T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-22-041-1-123C|22512-F5090-7-3T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-23-173-1-170C|23555-F0080-4-6T|1|101|2024-03-22||1|1|1|X||2|0|0||0|
25-23-181-1-182C|23555-F2000-9-0T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-23-187-1-168C|23555-F5020-5-4T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-23-187-1-178C|23555-F4020-8-4T|1|101|2024-03-22||6A||2||0|||0|||
25-23-188-1-169C|23555-F5040-5-8T|1|101|2024-03-22||6A||2||0|||0|||
25-24-152-1-220C|24536-F9050-7-5T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-24-155-1-212C|24546-F1020-5-4T|1|101|2024-03-22||6A||2||0|||0|||
25-24-157-1-223C|24546-F0070-8-9T|1|101|2024-03-22||6A||1||0|||0|||
25-24-166-1-198C|24546-F5090-2-3T|1|101|2024-03-22||6A||2||0|||0|||
25-24-172-1-208C|24546-F6070-5-9T|1|101|2024-03-22||6A||2||0|||0|||
25-26-258-1-177C|26576-F5060-5-2T|1|138|2024-04-03||6A||2||0|||0|||
25-26-266-1-197C|26577-F6000-2-0T|1|138|2024-04-03||6A||2||0|||0|||
25-26-273-1-181C|26576-F9070-7-9T|1|138|2024-04-03||6A||2||0|||0|||
25-26-278-1-191C|26587-F0020-1-4T|1|138|2024-04-03||6A||2||0|||0|||
25-27-134-1-063C|27541-F9080-8-6T|1|106|2024-05-14||6A||2||0|||0|||
25-27-134-1-081C|27542-F8000-4-0T|1|106|2024-05-14||6A||2||0|||0|||
25-27-135-1-084C|27542-F8000-5-0T|1|106|2024-05-14||6A||2||0|||0|||
25-28-132-1-090C|28542-F6050-6-5T|1|106|2024-05-14||6A||2||0|||0|||
25-28-134-1-103C|28543-F5080-0-6T|1|106|2024-05-14||6A||2||0|||0|||
25-28-138-1-106C|28543-F6070-1-9T|1|106|2024-05-14||6A||2||0|||0|||
25-28-142-1-089C|28542-F9060-7-2T|1|106|2024-05-14||1|1|1|X||2|0|0||0|
25-29-022-1-131C|29502-F9040-7-8T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-29-026-1-139C|29503-F9080-0-6T|1|106|2024-05-14||6A||2||0|||0|||
25-29-031-1-146C|29513-F0060-3-2T|1|106|2024-05-14||6A||2||0|||0|||
25-2A-344-1-235C|2A509-F8051-5-5T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-2A-350-1-243C|2A509-F9051-8-5T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-2A-361-1-258C|2A510-F1131-4-1T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-2A-362-1-255C|2A510-F1191-3-3T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-2B-344-1-231C|2B509-F8091-4-3T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-2B-352-1-232C|2B519-F1021-5-4T|1|138|2024-04-03||8||2|||||0|||
25-2B-359-1-226C|2B519-F3091-4-3T|1|138|2024-04-03||4L|0|2|X|0|2||0||0|
25-30-239-1-232C|30567-F4040-9-8T|1|138|2024-04-09||3|5|2|X||2|0|0||0|
25-30-242-1-228C|30567-F5070-8-9T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-30-243-1-230C|30567-F5080-9-6T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-30-249-1-228C|30567-F7080-9-6T|1|138|2024-04-09||3|5|2|X||2|0|0||0|
25-30-254-1-229C|30568-F9020-0-4T|1|138|2024-04-09||3|0|2|X||2|0|0||0|
25-30-255-1-212C|30577-F1020-5-4T|1|138|2024-04-09||6A||2||0|||0|||
25-30-256-1-232C|30568-F9050-1-5T|1|138|2024-04-09||1|1|1|X||2|0|0||0|
25-30-262-1-222C|30577-F2030-9-1T|1|138|2024-04-09||6A||2||0|||0|||
25-31-189-1-263C|31548-F6030-4-1T|1|138|2024-04-09|<pb> |3|0|2|X||2|0|0||0|
25-31-190-1-277C|31548-F5020-8-4T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-31-191-1-267C|31548-F6050-5-5T|1|138|2024-04-09||6A||2||0|||0|||
25-31-195-1-261C|31548-F8030-4-1T|1|138|2024-04-09||3|0|2|X||1|0|0||U|
25-31-196-1-253C|31548-F9040-1-8T|1|138|2024-04-09||1|R|2|X||2|0|0||0|
25-31-203-1-262C|31558-F0060-5-2T|1|138|2024-04-09||6A||2||0|||0|||
25-32-157-1-269C|32538-F6010-2-7T|1|101|2024-03-22||6A||2||0|||0|||
25-32-167-1-258C|32548-F0020-0-4T|1|101|2024-03-22||6A||2||0|||0|||
25-32-167-1-260C|32548-F0000-1-0T|1|101|2024-03-22||6A||2||0|||0|||
25-32-168-1-259C|32548-F0040-0-8T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-32-178-1-258C|32548-F3050-1-5T|1|101|2024-03-22||6A||2||0|||0|||
25-33-115-1-223C|33526-F8010-4-7T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-118-1-222C|33526-F9010-4-7T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-120-1-228C|33526-F9010-6-7T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-120-1-231C|33526-F8080-7-6T|1|101|2024-03-22||7||1||0|||0|||
25-33-124-1-236C|33526-F9050-9-5T|1|101|2024-03-22||1|1|1|X||2|0|0||0|
25-33-129-1-242C|33537-F0040-1-8T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-133-1-241C|33537-F1070-1-9T|1|101|2024-03-22||6A||2||0|||0|||
25-33-134-1-244C|33537-F1070-2-9T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-34-225-1-255C|34558-F7090-5-3T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-34-228-1-250C|34558-F9030-4-1T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-34-238-1-255C|34568-F1080-6-6T|1|138|2024-04-09||6A||2||0|||0|||
25-35-066-1-111C|35522-F4060-6-2T|1|106|2024-05-20||6A||2||0|||0|||
25-35-072-1-114C|35522-F6010-7-7T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-35-081-1-132C|35523-F7000-4-0T|1|106|2024-05-20||6A||2||0|||0|||
25-36-161-1-136C|36554-F0060-3-2T|1|101|2024-04-02||6A||2||0|||0|||
25-36-168-1-141C|36554-F2020-5-4T|1|101|2024-04-02||6A||2||0|||0|||
25-36-169-1-157C|36555-F0090-0-3T|1|101|2024-04-02||6A||2||0|||0|||
25-36-170-1-154C|36554-F1050-9-5T|1|101|2024-04-02||1|0|2|X||2|0|0||0|
25-36-176-1-154C|36555-F3030-0-1T|1|101|2024-04-02||6A||2||0|||0|||
25-37-128-1-145C|37534-F9080-2-6T|1|106|2024-05-20||9||2|||||0|||
25-37-132-1-133C|37543-F2020-9-4T|1|106|2024-05-20||6A||2||0|||0|||
25-37-133-1-152C|37544-F0060-5-2T|1|106|2024-05-20||6A||2||0|||0|||
25-37-139-1-150C|37544-F2060-5-2T|1|106|2024-05-20||6A||2||0|||0|||
25-37-141-1-139C|37544-F4030-2-1T|1|106|2024-05-20||6A||2||0|||0|||
