"dir";"type_point";"npp";"nph";"type_res";"nom_site"
DIRSO;nouveau;"25-19-196-1-193T";"251961193";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-19-197-1-182T";"251971182";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-19-197-1-186T";"251971186";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-19-197-1-190T";"251971190";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-19-197-1-194T";"251971194";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-19-198-1-187T";"251981187";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-19-198-1-191T";"251981191";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-19-199-1-188T";"251991188";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-19-199-1-190T";"251991190";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-23-190-1-183T";"251901183";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-23-191-1-182T";"251911182";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-23-193-1-180T";"251931180";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-23-195-1-180T";"251951180";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-144-1-217T";"251441217";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-145-1-218T";"251451218";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-146-1-215T";"251461215";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-146-1-219T";"251461219";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-146-1-221T";"251461221";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-146-1-223T";"251461223";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-146-1-225T";"251461225";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-146-1-228T";"251461228";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-147-1-216T";"251471216";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-147-1-218T";"251471218";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-147-1-220T";"251471220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-147-1-222T";"251471222";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-147-1-226T";"251471226";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-148-1-217T";"251481217";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-148-1-225T";"251481225";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-149-1-208T";"251491208";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-149-1-214T";"251491214";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-149-1-216T";"251491216";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-149-1-218T";"251491218";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-149-1-220T";"251491220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-149-1-224T";"251491224";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-150-1-205T";"251501205";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-150-1-209T";"251501209";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-150-1-215T";"251501215";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-150-1-219T";"251501219";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-150-1-221T";"251501221";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-150-1-223T";"251501223";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-151-1-204T";"251511204";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-151-1-208T";"251511208";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-151-1-216T";"251511216";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-151-1-222T";"251511222";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-151-1-224T";"251511224";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-152-1-205T";"251521205";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-152-1-217T";"251521217";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-152-1-221T";"251521221";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-153-1-202T";"251531202";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-153-1-204T";"251531204";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-153-1-206T";"251531206";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-153-1-208T";"251531208";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-153-1-210T";"251531210";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-153-1-216T";"251531216";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-153-1-218T";"251531218";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-153-1-222T";"251531222";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-153-1-224T";"251531224";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-154-1-203T";"251541203";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-154-1-205T";"251541205";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-154-1-207T";"251541207";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-154-1-209T";"251541209";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-154-1-213T";"251541213";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-154-1-217T";"251541217";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-154-1-219T";"251541219";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-155-1-202T";"251551202";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-155-1-204T";"251551204";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-155-1-206T";"251551206";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-155-1-210T";"251551210";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-155-1-216T";"251551216";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-155-1-218T";"251551218";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-155-1-220T";"251551220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-155-1-222T";"251551222";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-155-1-224T";"251551224";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-156-1-201T";"251561201";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-156-1-213T";"251561213";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-156-1-217T";"251561217";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-156-1-221T";"251561221";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-156-1-229T";"251561229";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-157-1-206T";"251571206";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-157-1-212T";"251571212";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-157-1-214T";"251571214";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-157-1-218T";"251571218";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-157-1-220T";"251571220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-157-1-224T";"251571224";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-158-1-199T";"251581199";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-158-1-201T";"251581201";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-158-1-203T";"251581203";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-158-1-205T";"251581205";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-158-1-215T";"251581215";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-158-1-217T";"251581217";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-158-1-219T";"251581219";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-158-1-221T";"251581221";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-158-1-223T";"251581223";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-159-1-200T";"251591200";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-159-1-202T";"251591202";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-159-1-204T";"251591204";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-159-1-206T";"251591206";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-159-1-210T";"251591210";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-159-1-214T";"251591214";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-159-1-218T";"251591218";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-159-1-220T";"251591220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-159-1-224T";"251591224";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-159-1-225T";"251591225";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-159-1-226T";"251591226";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-160-1-201T";"251601201";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-160-1-205T";"251601205";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-160-1-209T";"251601209";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-160-1-217T";"251601217";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-160-1-221T";"251601221";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-161-1-200T";"251611200";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-161-1-202T";"251611202";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-161-1-204T";"251611204";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-161-1-206T";"251611206";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-161-1-208T";"251611208";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-161-1-210T";"251611210";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-161-1-214T";"251611214";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-161-1-216T";"251611216";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-161-1-220T";"251611220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-162-1-199T";"251621199";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-162-1-201T";"251621201";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-162-1-203T";"251621203";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-162-1-207T";"251621207";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-162-1-209T";"251621209";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-162-1-215T";"251621215";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-162-1-217T";"251621217";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-162-1-219T";"251621219";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-162-1-223T";"251621223";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-162-1-225T";"251621225";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-163-1-198T";"251631198";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-163-1-200T";"251631200";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-163-1-202T";"251631202";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-163-1-204T";"251631204";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-163-1-206T";"251631206";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-163-1-208T";"251631208";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-163-1-210T";"251631210";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-163-1-214T";"251631214";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-163-1-216T";"251631216";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-163-1-218T";"251631218";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-163-1-220T";"251631220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-163-1-224T";"251631224";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-164-1-213T";"251641213";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-164-1-221T";"251641221";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-164-1-225T";"251641225";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-165-1-198T";"251651198";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-24-165-1-210T";"251651210";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-165-1-212T";"251651212";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-165-1-214T";"251651214";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-165-1-218T";"251651218";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-165-1-220T";"251651220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-165-1-224T";"251651224";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-166-1-207T";"251661207";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-166-1-211T";"251661211";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-166-1-213T";"251661213";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-166-1-215T";"251661215";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-166-1-219T";"251661219";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-166-1-223T";"251661223";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-167-1-200T";"251671200";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-167-1-202T";"251671202";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-167-1-208T";"251671208";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-167-1-214T";"251671214";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-167-1-216T";"251671216";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-167-1-218T";"251671218";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-167-1-222T";"251671222";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-168-1-199T";"251681199";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-168-1-209T";"251681209";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-168-1-213T";"251681213";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-168-1-217T";"251681217";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-168-1-225T";"251681225";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-169-1-212T";"251691212";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-169-1-214T";"251691214";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-169-1-216T";"251691216";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-169-1-220T";"251691220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-169-1-226T";"251691226";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-170-1-199T";"251701199";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-170-1-201T";"251701201";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-170-1-205T";"251701205";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-170-1-211T";"251701211";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-170-1-219T";"251701219";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-170-1-223T";"251701223";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-170-1-225T";"251701225";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-171-1-204T";"251711204";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-171-1-210T";"251711210";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-171-1-212T";"251711212";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-171-1-216T";"251711216";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-171-1-218T";"251711218";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-172-1-201T";"251721201";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-172-1-221T";"251721221";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-172-1-225T";"251721225";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-173-1-208T";"251731208";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-173-1-212T";"251731212";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-173-1-218T";"251731218";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-173-1-220T";"251731220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-173-1-222T";"251731222";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-173-1-224T";"251731224";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-174-1-211T";"251741211";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-174-1-213T";"251741213";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-174-1-219T";"251741219";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-174-1-221T";"251741221";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-174-1-223T";"251741223";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-175-1-212T";"251751212";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-175-1-216T";"251751216";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-175-1-220T";"251751220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-175-1-222T";"251751222";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-176-1-217T";"251761217";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-176-1-225T";"251761225";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-177-1-210T";"251771210";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-177-1-216T";"251771216";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-177-1-218T";"251771218";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-177-1-220T";"251771220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-177-1-222T";"251771222";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-177-1-224T";"251771224";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-178-1-211T";"251781211";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-178-1-213T";"251781213";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-178-1-215T";"251781215";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-178-1-217T";"251781217";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-179-1-214T";"251791214";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-179-1-216T";"251791216";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-24-179-1-218T";"251791218";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-115-1-224T";"251151224";réserve naturelle nationale;Dunes Et Marais D'Hourtin
DIRSO;nouveau;"25-33-116-1-225T";"251161225";réserve naturelle nationale;Dunes Et Marais D'Hourtin
DIRSO;nouveau;"25-33-133-1-220T";"251331220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-134-1-221T";"251341221";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-135-1-220T";"251351220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-135-1-222T";"251351222";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-135-1-224T";"251351224";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-135-1-226T";"251351226";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-136-1-225T";"251361225";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-136-1-229T";"251361229";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-137-1-230T";"251371230";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-139-1-226T";"251391226";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-33-139-1-230T";"251391230";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-139-1-232T";"251391232";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-141-1-220T";"251411220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-141-1-222T";"251411222";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-141-1-232T";"251411232";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-142-1-221T";"251421221";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-142-1-231T";"251421231";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-143-1-222T";"251431222";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-144-1-221T";"251441221";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-144-1-225T";"251441225";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-145-1-220T";"251451220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-145-1-222T";"251451222";réserve biosphère;Bassin de la Dordogne (zone tampon)
DIRSO;nouveau;"25-33-145-1-224T";"251451224";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-145-1-226T";"251451226";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-146-1-231T";"251461231";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-149-1-230T";"251491230";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-33-151-1-230T";"251511230";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-40-123-1-270T";"251231270";réserve naturelle nationale;Courant D'Huchet
DIRSO;nouveau;"25-40-134-1-263T";"251341263";réserve naturelle nationale;Arjuzanx
DIRSO;nouveau;"25-46-178-1-225T";"251781225";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-46-179-1-212T";"251791212";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-46-179-1-220T";"251791220";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-46-179-1-222T";"251791222";réserve biosphère;Bassin de la Dordogne (zone de transition)
DIRSO;nouveau;"25-46-179-1-226T";"251791226";réserve biosphère;Bassin de la Dordogne (zone de transition)
