npp;idp;a;campagne;espar;ess;fr;c13;d13;htot;hdec;gtot;ir5;typdom;age13;clad;ori;lib;gest;dc;sver;lign1;lign2;clexpo;cai40;cailloux;htext;text1;text2;prof1;prof2;pent2;affroc;humus;roche;topo;pro_nm;xl;yl;zp;regn;ser_86;greco
12-19-185-1-195R;767282;4;2017;9;9;F;1.147;0.03651014394528079;21.9;10.6;0.10469283776309267;0.01230;0;54;37;1;2;1;0;5;6;8;1;1;1;2;6;2;3;6;34;X;21;110;4;4;610228;6479812;565;193;G13;G
12-19-185-1-195R;767282;6;2017;52;52;R;1.054;0.03354986200377154;21.5;18.0;0.088403886379938;0.00310;;;33;1;2;1;0;5;6;8;1;1;1;2;6;2;3;6;34;X;21;110;4;4;610228;6479812;565;193;G13;G
12-19-188-1-207R;726309;1;2017;4;4;F;0.449;0.014292113889652203;12.3;1.6;0.016042897841134596;0.05030;0;12;14;1;2;2;0;6;2;8;4;0;0;1;;6;;9;34;X;40;230;4;4;606753;6440851;481;193;G13;G
12-19-188-1-207R;726309;2;2017;4;4;F;0.780;0.024828171122335672;14.0;3.5;0.04841493368855457;0.05900;0;15;25;1;2;2;0;6;2;8;4;0;0;1;;6;;9;34;X;40;230;4;4;606753;6440851;481;193;G13;G
12-19-188-1-207R;726309;3;2017;2;2;F;0.749;0.02384141047516592;11.5;7.4;0.044643041114748185;0.06000;;;24;1;2;2;0;6;2;8;4;0;0;1;;6;;9;34;X;40;230;4;4;606753;6440851;481;193;G13;G
12-19-188-1-207R;726309;4;2017;2;2;F;0.430;0.013687325105902998;7.5;2.1;0.014713874488845724;0.03550;;;14;1;2;2;0;6;2;8;4;0;0;1;;6;;9;34;X;40;230;4;4;606753;6440851;481;193;G13;G
12-19-188-1-207R;726309;5;2017;49SN;49;F;0.248;0.007894085177358009;7.6;1.6;0.004894332809961966;0.01790;;;8;1;0;2;0;6;2;8;4;0;0;1;;6;;9;34;X;40;230;4;4;606753;6440851;481;193;G13;G
12-19-189-1-189T;778825;1;2017;12V;12;F;0.235;0.007480282325319081;4.5;1.5;0.004394665866124961;0.02450;0;6;8;1;2;0;0;;10;3;3;3;3;1;;4;;6;9;X;99;230;2;2;628586;6492998;885;194;G21;G
12-19-193-1-201R;710047;1;2017;12V;12;F;0.322;0.01024957833511806;9.7;4.0;0.008250910559770038;0.03090;0;7;10;1;2;2;0;4;1;7;2;0;1;2;4;1;4;9;8;X;22;230;4;4;628553;6453276;560;193;G13;G
12-19-193-1-201R;710047;3;2017;12V;12;F;0.265;0.008435211983870454;7.1;2.1;0.005588327939314175;0.01980;0;12;9;1;2;2;0;4;1;7;2;0;1;2;4;1;4;9;8;X;22;230;4;4;628553;6453276;560;193;G13;G
12-21-213-1-092R;737857;1;2017;54;54;R;0.254;0.008085071109068283;3.4;1.6;0.00513402015425836;0.02790;0;6;8;1;2;2;0;2;7;6;2;3;4;1;;7;;5;14;X;55;330;4;4;799804;6758828;224;896;C20;C
12-23-177-1-179R;759907;1;2017;64;64;R;0.258;0.0082123950635418;6.8;2.1;0.005296994815984461;0.02820;0;8;8;1;2;2;0;2;3;8;4;0;0;2;6;4;4;9;9;X;99;234;4;4;602411;6535357;527;193;G13;G
12-23-185-1-178R;728594;1;2017;11;11;F;0.447;0.014228451912415443;9.5;4.7;0.015900295012124258;0.01860;;;14;1;2;2;0;4;8;10;3;2;2;2;4;2;4;6;34;X;31;230;7;4;627903;6530257;608;193;G13;G
12-23-185-1-178R;728594;3;2017;53CO;53;R;0.369;0.011745634800181877;10.2;5.5;0.010835348103167781;0.00850;;;12;1;2;2;0;4;8;10;3;2;2;2;4;2;4;6;34;X;31;230;7;4;627903;6530257;608;193;G13;G
12-23-185-1-178R;728594;6;2017;61;61;R;1.321;0.04204873596487875;27.0;24.9;0.13886595052401207;0.02710;0;65;42;1;2;2;0;4;8;10;3;2;2;2;4;2;4;6;34;X;31;230;7;4;627903;6530257;608;193;G13;G
12-23-185-1-178R;728594;7;2017;2;2;F;1.146;0.03647831295666241;23.8;11.1;0.1045103666208378;0.01580;1;102;37;1;2;2;0;4;8;10;3;2;2;2;4;2;4;6;34;X;31;230;7;4;627903;6530257;608;193;G13;G
12-23-185-1-178R;728594;8;2017;11;11;F;0.389;0.012382254572549456;8.1;2.2;0.012041742571804348;0.02710;;;12;1;2;2;0;4;8;10;3;2;2;2;4;2;4;6;34;X;31;230;7;4;627903;6530257;608;193;G13;G
12-23-188-1-173R;717081;1;2017;2;2;F;1.900;0.060478878374920234;22.3;9.3;0.28727467228087106;0.00570;;;60;0;2;1;4;4;4;5;1;X;X;1;;6;;9;10;X;28;233;8;4;642082;6542422;614;233;G13;G
12-23-188-1-173R;717081;2;2017;2;2;F;1.517;0.04828760973408105;18.2;6.4;0.18313075991650238;0.00350;;;48;0;2;1;4;4;4;5;1;X;X;1;;6;;9;10;X;28;233;8;4;642082;6542422;614;233;G13;G
12-24-148-1-220R;745083;3;2017;10;10;F;0.622;0.01979887492063178;11.5;8.5;0.03078725050158242;0.00430;0;55;20;0;2;2;0;4;5;10;;X;X;2;6;7;5;9;0;X;30;230;0;4;473777;6443038;83;241;F23;F
12-24-148-1-220R;745083;6;2017;10;10;F;0.743;0.02365042454345565;11.7;7.1;0.043930663589468864;0.00260;;;24;0;2;2;0;4;5;10;;X;X;2;6;7;5;9;0;X;30;230;0;4;473777;6443038;83;241;F23;F
12-24-148-1-220R;745083;8;2017;7;7;F;0.560;0.017825353626292277;11.9;9.8;0.02495549507680919;0.01530;1;48;18;1;2;2;0;4;5;10;;X;X;2;6;7;5;9;0;X;30;230;0;4;473777;6443038;83;241;F23;F
12-24-164-1-196T;730567;1;2017;22M;22;F;1.061;0.03377267892410019;19.8;9.3;0.08958203084617576;0.00780;;;34;1;2;0;0;4;7;3;;X;0;2;6;5;4;7;;X;30;230;9;4;546758;6497941;378;872;G11;G
12-24-164-1-196T;730567;2;2017;25C;25;F;0.591;0.01881211427346203;8.5;2.2;0.02779489883904015;0.04890;;;19;1;2;0;0;4;7;3;;X;0;2;6;5;4;7;;X;30;230;9;4;546758;6497941;378;872;G11;G
12-24-164-1-196T;730567;3;2017;22M;22;F;1.325;0.04217605991935227;20.5;5.5;0.13970819848285437;0.00970;;;42;1;2;0;0;4;7;3;;X;0;2;6;5;4;7;;X;30;230;9;4;546758;6497941;378;872;G11;G
12-24-164-1-200T;735472;1;2017;2;2;F;0.269;0.00856253593834397;7.8;2.3;0.005758305418536319;0.03230;0;7;9;1;2;0;0;;10;3;4;X;X;1;;6;;9;28;X;40;234;4;4;542895;6486163;199;872;G11;G
12-24-165-1-204R;766317;1;2017;41;41;F;0.418;0.01330535324248245;5.8;1.9;0.01390409413839416;0.01220;1;28;13;1;2;1;0;5;2;7;2;2;2;1;;7;;2;8;0;40;310;7;4;541274;6473206;167;463;F40;F
12-24-165-1-204R;766317;2;2017;41;41;F;0.265;0.008435211983870454;5.7;1.8;0.005588327939314175;0.00590;;;9;1;0;1;0;5;2;7;2;2;2;1;;7;;2;8;0;40;310;7;4;541274;6473206;167;463;F40;F
12-24-165-1-204R;766317;3;2017;52;52;R;1.366;0.04348113045270581;15.1;6.5;0.14848806049599034;0.00800;0;51;44;1;2;1;0;5;2;7;2;2;2;1;;7;;2;8;0;40;310;7;4;541274;6473206;167;463;F40;F
12-29-010-1-142T;770549;3;2017;49AM;49;F;0.294;0.009358310653803445;4.8;2.4;0.006878358330545533;0.00580;;;9;1;2;0;0;3;6;4;4;X;X;1;;4;;5;8;X;40;230;4;4;141888;6817123;29;296;A11;A
12-29-029-4-137R;710576;1;2017;2;2;F;0.960;0.030557749073643906;11.7;1.4;0.07333859777674537;0.02500;;;31;1;2;0;0;2;9;9;1;X;1;2;4;6;3;7;28;X;31;230;5;4;203727;6812239;73;564;A11;A
12-29-029-4-137R;710576;2;2017;2;2;F;1.398;0.04449972208849394;16.8;3.7;0.15552652869928632;0.02500;;;45;1;2;0;0;2;9;9;1;X;1;2;4;6;3;7;28;X;31;230;5;4;203727;6812239;73;564;A11;A
12-29-029-4-137R;710576;4;2017;10;10;F;1.308;0.04163493311283982;21.8;12.6;0.1361462312789862;0.02370;;;42;0;2;0;0;2;9;9;1;X;1;2;4;6;3;7;28;X;31;230;5;4;203727;6812239;73;564;A11;A
12-29-030-1-152T;742248;1;2017;2;2;F;0.367;0.011681972822945119;6.4;3.2;0.010718210065052147;0.01880;;;12;1;2;0;0;;1;3;;X;X;1;;4;;7;0;X;40;230;0;4;191125;6767093;17;565;A11;A
12-2B-214-1-114T;717745;1;2017;53CO;53;R;1.478;0.04704620117796426;20.4;18.4;0.17383571335257794;0.00660;1;55;47;1;2;0;0;;6;6;4;1;3;1;;4;;6;45;0;30;110;2;4;1210000;6136764;958;2A8;K12;K
12-2B-214-1-114T;717745;3;2017;51;51;R;1.408;0.04481803197467773;16.4;14.6;0.15775947255086561;0.00940;0;48;45;1;2;0;0;;6;6;4;1;3;1;;4;;6;45;0;30;110;2;4;1210000;6136764;958;2A8;K12;K
12-2B-214-1-114T;717745;4;2017;51;51;R;1.101;0.035045918468835355;13.3;11.1;0.09646389058546932;0.00920;;;35;1;1;0;0;;6;6;4;1;3;1;;4;;6;45;0;30;110;2;4;1210000;6136764;958;2A8;K12;K
12-2B-214-1-114T;717745;6;2017;51;51;R;1.774;0.05646817380900447;17.5;16.1;0.2504363508429348;0.00960;;;56;1;2;0;0;;6;6;4;1;3;1;;4;;6;45;0;30;110;2;4;1210000;6136764;958;2A8;K12;K
12-2B-214-1-114T;717745;7;2017;51;51;R;1.888;0.06009690651149968;19.3;7.8;0.28365739873427853;0.00820;;;60;1;2;0;0;;6;6;4;1;3;1;;4;;6;45;0;30;110;2;4;1210000;6136764;958;2A8;K12;K
12-32-162-1-265R;728238;3;2017;53CO;53;R;0.328;0.010440564266828335;5.6;3.3;0.008561262698799234;0.02390;0;10;11;1;2;2;0;2;3;4;3;X;X;1;;9;;7;7;X;50;230;2;4;470288;6294173;189;323;F30;F
12-32-162-1-265R;728238;6;2017;53CO;53;R;0.258;0.0082123950635418;4.4;1.7;0.005296994815984461;0.02060;0;9;8;1;2;2;0;2;3;4;3;X;X;1;;9;;7;7;X;50;230;2;4;470288;6294173;189;323;F30;F
12-32-166-2-257R;777586;1;2017;21C;21;F;1.425;0.04535915878119017;16.1;2.2;0.16159200315799;0.00060;;;46;1;2;0;0;2;2;10;;X;X;1;;5;;9;0;X;55;330;8;4;489701;6313315;85;324;F30;F
12-32-166-2-257R;777586;2;2017;5;5;F;2.064;0.0656991605083344;18.8;3.5;0.3390076682230055;0.01210;;;66;1;2;0;0;2;2;10;;X;X;1;;5;;9;0;X;55;330;8;4;489701;6313315;85;324;F30;F
12-33-123-1-226R;777057;2;2017;51;51;R;0.326;0.010376902289591575;7.0;2.9;0.008457175366017134;0.04440;;;11;1;2;2;0;2;5;4;;X;X;1;;1;;6;0;X;21;233;0;4;393359;6450642;28;404;F21;F
12-33-123-1-226R;777057;7;2017;51;51;R;0.407;0.012955212367680281;7.4;3.7;0.013181928584114684;0.04030;0;6;13;1;2;2;0;2;5;4;;X;X;1;;1;;6;0;X;21;233;0;4;393359;6450642;28;404;F21;F
12-33-123-1-226R;777057;12;2017;51;51;R;0.406;0.012923381379061901;6.8;3.4;0.013117232099747831;0.03520;0;6;13;1;2;2;0;2;5;4;;X;X;1;;1;;6;0;X;21;233;0;4;393359;6450642;28;404;F21;F
12-33-141-2-223R;775087;1;2017;14;14;F;0.346;0.011013522061959158;12.2;6.1;0.009526696583594672;0.01750;0;11;11;0;2;1;0;6;8;8;;2;2;1;;4;;5;0;X;31;230;8;4;450075;6441307;8;337;F30;F
12-33-141-2-223R;775087;9;2017;14;14;F;0.364;0.01158647985708998;12.8;6.3;0.010543696669951882;0.01340;0;11;11;0;2;1;0;6;8;8;;2;2;1;;4;;5;0;X;31;230;8;4;450075;6441307;8;337;F30;F
12-33-147-1-237R;763238;2;2017;33N;33;F;0.832;0.026483382530491383;16.4;7.1;0.055085435663422076;0.01480;0;23;26;0;2;0;0;4;4;5;;0;0;1;;7;;6;4;X;50;314;2;4;454174;6393098;67;473;F30;F
12-33-147-1-237R;763238;3;2017;14;14;F;0.757;0.024096058384112957;14.2;3.0;0.04560179049193377;0.01110;1;18;24;1;2;0;0;4;4;5;;0;0;1;;7;;6;4;X;50;314;2;4;454174;6393098;67;473;F30;F
12-35-074-3-115R;780109;1;2017;10;10;F;0.788;0.025082819031282705;10.5;1.4;0.049413153491626935;0.02450;1;35;25;1;2;0;0;4;9;9;;X;X;1;;6;;9;0;X;40;234;0;4;360375;6832455;42;352;A12;A
12-35-074-3-115R;780109;8;2017;25M;25;F;0.389;0.012382254572549456;9.2;4.2;0.012041742571804348;0.00600;;;12;0;0;0;0;4;9;9;;X;X;1;;6;;9;0;X;40;234;0;4;360375;6832455;42;352;A12;A
12-35-074-3-115R;780109;9;2017;25M;25;F;0.625;0.019894367886486918;11.3;3.6;0.031084949822635807;0.02080;;;20;0;2;0;0;4;9;9;;X;X;1;;6;;9;0;X;40;234;0;4;360375;6832455;42;352;A12;A
12-35-074-3-115R;780109;10;2017;25M;25;F;0.706;0.02247267796457562;12.6;4.2;0.03966427660747597;0.01470;;;23;0;2;0;0;4;9;9;;X;X;1;;6;;9;0;X;40;234;0;4;360375;6832455;42;352;A12;A
12-35-074-3-115R;780109;12;2017;2;2;F;0.838;0.02667436846220166;15.6;10.9;0.05588280192831247;0.03450;0;20;27;1;2;0;0;4;9;9;;X;X;1;;6;;9;0;X;40;234;0;4;360375;6832455;42;352;A12;A
12-37-128-4-134R;771298;7;2017;3;3;F;0.335;0.010663381187156989;6.6;2.7;0.008930581744243977;0.02800;0;8;11;1;2;1;0;2;7;7;;X;X;1;;4;;4;0;X;99;506;0;4;502667;6720483;108;372;B62;B
12-37-128-4-134R;771298;8;2017;3;3;F;0.286;0.009103662744856413;6.1;2.7;0.006509118862572335;0.01850;0;8;9;1;2;1;0;2;7;7;;X;X;1;;4;;4;0;X;99;506;0;4;502667;6720483;108;372;B62;B
12-37-128-4-148R;738130;1;2017;49SN;49;F;0.247;0.00786225418873963;6.9;1.4;0.004854941961546721;0.02650;0;7;8;0;2;0;0;4;5;6;;X;X;1;;2;;8;0;X;99;230;0;4;487860;6678816;32;495;B62;B
12-37-128-4-148R;738130;4;2017;49SN;49;F;0.305;0.009708451528605616;7.0;1.7;0.007402694290561782;0.02690;0;7;10;0;1;0;0;4;5;6;;X;X;1;;2;;8;0;X;99;230;0;4;487860;6678816;32;495;B62;B
12-37-131-3-130R;725665;5;2017;53CO;53;R;0.386;0.012286761606694322;6.0;4.0;0.011856724950460019;0.02010;0;6;12;1;2;2;0;2;3;8;;X;X;1;;4;;5;0;X;99;506;0;4;515895;6729186;101;372;B62;B
12-37-131-3-130R;725665;14;2017;53CO;53;R;0.445;0.014164789935178685;5.7;3.1;0.015758328802886287;0.04380;0;7;14;1;2;2;0;2;3;8;;X;X;1;;4;;5;0;X;99;506;0;4;515895;6729186;101;372;B62;B
12-38-274-1-165R;720914;3;2017;14;14;F;0.506;0.01610648024089981;9.9;1.9;0.020374697504738255;0.00950;;;16;1;1;0;0;5;6;8;2;4;4;1;;4;;4;47;X;55;332;4;4;906873;6478181;407;381;C52;C
12-38-274-1-165R;720914;4;2017;14;14;F;0.780;0.024828171122335672;16.7;2.4;0.04841493368855457;0.01200;0;32;25;1;2;0;0;5;6;8;2;4;4;1;;4;;4;47;X;55;332;4;4;906873;6478181;407;381;C52;C
12-38-274-1-165R;720914;5;2017;14;14;F;0.849;0.02702450933700383;14.0;3.5;0.05735952106779063;0.01960;0;;27;1;2;0;0;5;6;8;2;4;4;1;;4;;4;47;X;55;332;4;4;906873;6478181;407;381;C52;C
12-38-274-1-165R;720914;7;2017;14;14;F;0.259;0.00824422605216018;6.5;2.2;0.005338136368773716;0.02550;;;8;0;1;0;0;5;6;8;2;4;4;1;;4;;4;47;X;55;332;4;4;906873;6478181;407;381;C52;C
12-39-259-1-121R;775779;4;2017;17C;17;F;0.340;0.010822536130248884;9.5;5.9;0.009199155710711551;0.02440;0;13;11;0;2;0;0;4;7;6;;X;X;1;;7;;9;;X;50;230;9;4;907650;6625304;567;251;E10;E
12-39-259-1-121R;775779;7;2017;17C;17;F;0.488;0.015533522445768987;13.1;3.6;0.01895089738383816;0.01860;0;13;16;1;2;0;0;4;7;6;;X;X;1;;7;;9;;X;50;230;9;4;907650;6625304;567;251;E10;E
12-40-127-2-279R;772576;1;2017;2;2;F;1.389;0.04421324319092852;21.4;12.8;0.15353048698049931;0.00840;0;;44;1;2;0;0;5;8;9;3;;;;;;;;35;X;40;999;3;4;350792;6287923;23;402;F51;F
12-40-127-2-279R;772576;3;2017;2;2;F;0.720;0.02291831180523293;17.6;9.4;0.04125296124941927;0.00730;;;23;1;1;0;0;5;8;9;3;;;;;;;;35;X;40;999;3;4;350792;6287923;23;402;F51;F
12-40-127-2-279R;772576;4;2017;10;10;F;0.791;0.025178311997137843;15.4;8.8;0.049790111974340086;0.00700;;;25;0;2;0;0;5;8;9;3;;;;;;;;35;X;40;999;3;4;350792;6287923;23;402;F51;F
12-40-127-2-279R;772576;8;2017;10;10;F;0.635;0.020212677772670707;9.1;4.6;0.03208762596411475;0.00460;;;20;0;0;0;0;5;8;9;3;;;;;;;;35;X;40;999;3;4;350792;6287923;23;402;F51;F
12-40-127-2-279R;772576;12;2017;2;2;F;0.432;0.013750987083139758;9.6;5.4;0.014851066049790938;0.00390;;;14;0;0;0;0;5;8;9;3;;;;;;;;35;X;40;999;3;4;350792;6287923;23;402;F51;F
12-40-127-2-279R;772576;17;2017;2;2;F;0.353;0.01123633898228781;5.8;2.6;0.009916069151868993;0.00790;;;11;1;0;0;0;5;8;9;3;;;;;;;;35;X;40;999;3;4;350792;6287923;23;402;F51;F
12-40-127-2-279R;772576;18;2017;2;2;F;1.419;0.045168172849479896;12.7;5.8;0.16023409318352996;0.00800;0;;45;0;2;0;0;5;8;9;3;;;;;;;;35;X;40;999;3;4;350792;6287923;23;402;F51;F
12-42-252-1-170T;730226;2;2017;5;5;F;0.378;0.012032113697747288;8.2;1.8;0.011370347444371189;0.02820;0;12;12;1;2;0;0;2;3;5;2;1;1;1;;4;;2;25;0;50;230;4;4;836077;6485392;293;71;G42;G
12-44-082-4-167R;761394;1;2017;18C;18;F;0.308;0.009803944494460754;8.3;2.9;0.00754903726073478;0.00240;;;10;0;1;0;0;2;3;4;;1;1;2;3;8;5;9;0;X;50;230;0;4;331382;6668735;6;854;A30;A
12-44-088-4-165R;779719;1;2017;12V;12;F;0.269;0.00856253593834397;6.9;1.5;0.005758305418536319;0.03250;0;6;9;1;2;2;0;2;4;7;;0;0;2;4;7;3;5;0;X;50;230;0;4;350816;6668349;13;854;A30;A
12-45-175-1-108R;714284;4;2017;52;52;R;0.406;0.012923381379061901;7.9;3.9;0.013117232099747831;0.04100;0;8;13;1;2;2;0;2;1;9;;X;X;1;;2;;9;0;X;31;233;0;4;669622;6749783;128;452;B70;B
12-45-175-1-108R;714284;12;2017;52;52;R;0.450;0.01432394487827058;8.5;4.8;0.016114437988054404;0.03480;0;8;14;1;2;2;0;2;1;9;;X;X;1;;2;;9;0;X;31;233;0;4;669622;6749783;128;452;B70;B
12-45-175-1-108R;714284;22;2017;52;52;R;0.315;0.010026761414789406;6.2;2.3;0.007896074614146657;0.02300;;;10;1;2;2;0;2;1;9;;X;X;1;;2;;9;0;X;31;233;0;4;669622;6749783;128;452;B70;B
12-46-199-1-215R;780341;1;2017;64;64;R;0.273;0.008689859892817486;4.9;2.2;0.005930829376847934;0.04300;0;5;9;1;2;2;0;2;2;9;2;0;0;1;;6;;9;12;X;50;230;5;4;631961;6405480;549;127;G50;G
12-46-199-1-215R;780341;2;2017;64;64;R;0.390;0.012414085561167836;8.0;4.7;0.012103733422138642;0.05450;0;6;12;1;2;2;0;2;2;9;2;0;0;1;;6;;9;12;X;50;230;5;4;631961;6405480;549;127;G50;G
12-46-199-1-215R;780341;4;2017;12V;12;F;1.547;0.04924253939263242;22.3;10.8;0.1904455211010059;0.00500;;;49;1;2;2;0;2;2;9;2;0;0;1;;6;;9;12;X;50;230;5;4;631961;6405480;549;127;G50;G
12-46-199-1-215R;780341;6;2017;52;52;R;0.720;0.02291831180523293;7.8;3.5;0.04125296124941927;0.00430;;;23;1;0;2;0;2;2;9;2;0;0;1;;6;;9;12;X;50;230;5;4;631961;6405480;549;127;G50;G
12-46-199-1-215R;780341;7;2017;9;9;F;0.753;0.02396873442963944;10.4;1.9;0.04512114256379624;0.02250;;;24;0;2;2;0;2;2;9;2;0;0;1;;6;;9;12;X;50;230;5;4;631961;6405480;549;127;G50;G
12-47-164-3-241R;728314;2;2017;5;5;F;0.801;0.025496621883321635;14.7;10.8;0.05105698532135157;0.01400;1;62;25;1;2;1;0;4;10;8;2;X;X;1;;7;;9;16;X;31;230;5;4;500449;6363952;86;823;F30;F
12-47-164-3-241R;728314;4;2017;2;2;F;1.214;0.03864282018271219;19.8;10.9;0.1172809592545315;0.02150;0;49;39;1;2;1;0;4;10;8;2;X;X;1;;7;;9;16;X;31;230;5;4;500449;6363952;86;823;F30;F
12-47-164-3-241R;728314;5;2017;68CE;68;R;0.770;0.024509861236151884;10.9;7.3;0.047181482879592375;0.04500;;;25;1;2;1;0;4;10;8;2;X;X;1;;7;;9;16;X;31;230;5;4;500449;6363952;86;823;F30;F
12-47-164-3-241R;728314;6;2017;68CE;68;R;0.351;0.011172677005051052;7.8;3.2;0.0098040240719323;0.03000;;;11;1;2;1;0;4;10;8;2;X;X;1;;7;;9;16;X;31;230;5;4;500449;6363952;86;823;F30;F
12-47-164-3-241R;728314;7;2017;68CE;68;R;0.722;0.02298197378246969;10.5;6.6;0.041482462677357786;0.03250;;;23;1;2;1;0;4;10;8;2;X;X;1;;7;;9;16;X;31;230;5;4;500449;6363952;86;823;F30;F
12-48-093-1-082T;768502;2;2017;52;52;R;1.247;0.0396932428071187;10.6;7.8;0.12374368445119255;0.00240;;;40;1;2;1;0;5;6;5;3;3;3;1;;2;;3;12;0;22;110;2;4;752961;6400372;1315;481;G22;G
12-48-093-1-082T;768502;4;2017;52;52;R;1.128;0.03590535516153159;15.7;13.8;0.10125310155551907;0.01450;0;41;36;1;2;1;0;5;6;5;3;3;3;1;;2;;3;12;0;22;110;2;4;752961;6400372;1315;481;G22;G
12-48-093-1-082T;768502;5;2017;52;52;R;0.818;0.026037748689834078;12.8;10.2;0.05324719607071069;0.01180;0;40;26;1;2;1;0;5;6;5;3;3;3;1;;2;;3;12;0;22;110;2;4;752961;6400372;1315;481;G22;G
12-49-122-1-142T;767238;2;2017;51;51;R;0.846;0.02692901637114869;13.1;11.3;0.05695486962497948;0.04350;0;13;27;1;2;2;0;4;5;8;;X;X;1;;2;;6;4;X;30;236;0;4;476055;6702433;107;493;B61;B
12-49-122-1-142T;767238;4;2017;51;51;R;0.603;0.019194086136882577;10.0;7.2;0.028935084851350486;0.03840;0;8;19;1;2;2;0;4;5;8;;X;X;1;;2;;6;4;X;30;236;0;4;476055;6702433;107;493;B61;B
12-49-122-1-142T;767238;5;2017;12V;12;F;0.464;0.014769578718927886;10.5;6.2;0.01713271131395635;0.02940;;;15;1;2;2;0;4;5;8;;X;X;1;;2;;6;4;X;30;236;0;4;476055;6702433;107;493;B61;B
12-51-191-4-056R;700637;2;2017;13G;13;F;0.304;0.009676620539987238;5.8;2.9;0.0073542316103903;0.01160;0;9;10;1;2;2;0;2;4;4;;1;2;2;6;9;4;7;0;X;99;936;0;4;771057;6888739;268;22;B42;B
12-52-236-1-083R;714339;1;2017;54;54;R;1.920;0.06111549814728781;13.9;2.3;0.29335439110698147;0.01050;0;;61;1;2;0;0;4;10;6;;0;0;1;;9;;5;0;X;50;330;0;4;877650;6761825;467;523;C30;C
12-52-236-1-083R;714339;2;2017;17C;17;F;0.402;0.012796057424588385;10.9;5.4;0.012860037711711327;0.01990;;;13;0;2;0;0;4;10;6;;0;0;1;;9;;5;0;X;50;330;0;4;877650;6761825;467;523;C30;C
12-52-236-1-083R;714339;3;2017;20G;20;F;0.237;0.007543944302555839;6.1;1.4;0.004469786999264334;0.00570;;;8;1;0;0;0;4;10;6;;0;0;1;;9;;5;0;X;50;330;0;4;877650;6761825;467;523;C30;C
12-52-236-1-083R;714339;4;2017;54;54;R;1.508;0.04800113083651563;16.5;5.0;0.18096426325366397;0.00930;0;;48;1;2;0;0;4;10;6;;0;0;1;;9;;5;0;X;50;330;0;4;877650;6761825;467;523;C30;C
12-52-236-1-083R;714339;6;2017;54;54;R;1.877;0.059746765636697514;16.7;1.6;0.2803616977502031;0.00390;;;60;1;2;0;0;4;10;6;;0;0;1;;9;;5;0;X;50;330;0;4;877650;6761825;467;523;C30;C
12-52-236-1-083R;714339;9;2017;25M;25;F;0.439;0.01397380400346841;8.1;3.2;0.01533624989380658;0.00750;;;14;1;1;0;0;4;10;6;;0;0;1;;9;;5;0;X;50;330;0;4;877650;6761825;467;523;C30;C
12-52-236-1-083R;714339;11;2017;25M;25;F;0.928;0.029539157437855772;11.9;3.8;0.0685308452558254;0.00830;;;30;0;1;0;0;4;10;6;;0;0;1;;9;;5;0;X;50;330;0;4;877650;6761825;467;523;C30;C
12-59-136-1-002T;750709;1;2017;49AM;49;F;0.368;0.011713803811563497;4.9;1.5;0.010776699506638416;0.00650;0;16;12;1;2;2;0;;3;8;;X;X;1;;1;;9;0;X;45;333;0;4;661470;7107022;4;591;B21;B
12-59-136-1-002T;750709;3;2017;49AM;49;F;0.333;0.010599719209920231;4.6;2.5;0.00882426624225859;0.01950;0;15;11;0;2;2;0;;3;8;;X;X;1;;1;;9;0;X;45;333;0;4;661470;7107022;4;591;B21;B
12-61-127-1-108R;778574;1;2017;10;10;F;0.381;0.012127606663602426;6.9;2.9;0.011551545347081311;0.04510;0;7;12;1;2;2;0;2;2;8;4;X;X;2;1;3;7;9;17;X;99;233;4;4;525939;6799295;135;619;B33;B
12-61-131-1-109R;747125;1;2017;25M;25;F;0.252;0.008021409131831525;8.5;2.0;0.005053487753053861;0.03120;0;7;8;0;2;0;0;3;4;10;2;X;X;2;5;7;3;9;7;X;99;230;4;4;537347;6791974;211;619;B33;B
12-63-220-1-166T;719733;1;2017;12V;12;F;0.579;0.01843014241004148;12.8;4.4;0.026677631138535045;0.01250;0;17;18;0;2;0;0;;5;3;4;2;3;2;4;2;3;5;28;X;31;237;4;4;744364;6530373;565;31;G22;G
12-63-220-1-166T;719733;4;2017;12V;12;F;0.358;0.011395493925379706;13.2;8.5;0.010198967063214838;0.02790;;;11;0;2;0;0;;5;3;4;2;3;2;4;2;3;5;28;X;31;237;4;4;744364;6530373;565;31;G22;G
12-63-220-1-166T;719733;5;2017;22M;22;F;0.319;0.010154085369262923;11.5;7.0;0.008097883081987181;0.01530;;;10;2;2;0;0;;5;3;4;2;3;2;4;2;3;5;28;X;31;237;4;4;744364;6530373;565;31;G22;G
12-63-220-1-166T;719733;7;2017;2;2;F;0.487;0.015501691457150607;11.5;5.1;0.018873309349080863;0.01420;;;16;1;2;0;0;;5;3;4;2;3;2;4;2;3;5;28;X;31;237;4;4;744364;6530373;565;31;G22;G
12-63-220-1-166T;719733;8;2017;52;52;R;1.074;0.034186481776139116;15.5;6.8;0.09179070356893353;0.01490;;;34;1;2;0;0;;5;3;4;2;3;2;4;2;3;5;28;X;31;237;4;4;744364;6530373;565;31;G22;G
12-63-220-1-166T;719733;9;2017;17C;17;F;0.247;0.00786225418873963;10.5;2.6;0.004854941961546721;0.02540;;;8;1;2;0;0;;5;3;4;2;3;2;4;2;3;5;28;X;31;237;4;4;744364;6530373;565;31;G22;G
