npp;idp;a;campagne;espar;ess;fr;c13;d13;htot;hdec;gtot;ir5;typdom;age13;clad;ori;lib;gest;dc;sver;lign1;lign2;clexpo;cai40;cailloux;htext;text1;text2;prof1;prof2;pent2;affroc;humus;roche;topo;pro_nm;xl;yl;zp;regn;ser_86;greco
13-29-018-1-151R;854966;1;2018;25R;25;F;1.240;0.03947042588679005;15.3;1.4;0.12235832024904915;0.02390;0;25;39;0;2;0;0;4;7;7;;X;X;2;4;5;2;9;0;X;31;230;9;4;155561;6783141;18;296;A11;A
13-29-022-1-130R;806903;1;2018;49SN;49;F;0.416;0.013241691265245692;6.0;1.6;0.013771358915855519;0.01850;1;9;13;0;2;0;0;4;6;6;1;0;1;2;4;2;6;9;6;X;31;230;4;4;188582;6841556;119;223;A11;A
13-29-022-1-130R;806903;2;2018;15S;15;F;0.431;0.013719156094521378;11.2;6.2;0.014782390691846786;0.04500;0;9;14;1;2;0;0;4;6;6;1;0;1;2;4;2;6;9;6;X;31;230;4;4;188582;6841556;119;223;A11;A
13-29-028-1-141T;812679;1;2018;51;51;R;1.199;0.03816535535343651;13.1;11.2;0.11440065267192591;0.00660;;;38;1;2;0;0;;10;1;2;2;2;1;;4;;3;20;2;20;230;3;4;195319;6802955;188;564;A11;A
13-2B-364-1-234R;849737;1;2018;08S;8;F;0.302;0.00961295856275048;3.7;1.4;0.0072577837148766105;0.01000;0;13;10;0;2;0;0;;6;3;2;0;0;1;;8;;9;9;X;50;110;2;4;1232200;6136746;61;2B2;K13;K
13-2B-364-1-234R;849737;2;2018;08S;8;F;0.261;0.008307888029396937;3.6;1.7;0.005420896939181501;0.00500;0;13;8;0;2;0;0;;6;3;2;0;0;1;;8;;9;9;X;50;110;2;4;1232200;6136746;61;2B2;K13;K
13-30-240-1-229T;802709;1;2018;5;5;F;0.365;0.011618310845708359;3.4;1.4;0.010601708646708879;0.00420;0;37;12;0;2;0;0;;9;3;4;4;4;1;;4;;2;59;5;30;810;4;4;737860;6322367;779;76;G70;G
13-32-160-2-258R;822095;1;2018;2;2;F;1.535;0.04886056752921187;20.8;12.8;0.18750242789335053;0.00580;;;49;1;2;0;0;5;10;10;1;X;X;1;;6;;5;18;X;40;230;4;4;470357;6317718;133;321;F52;F
13-32-160-2-258R;822095;3;2018;2;2;F;0.385;0.012254930618075942;9.0;4.8;0.011795370719898094;0.03190;0;10;12;1;2;0;0;5;10;10;1;X;X;1;;6;;5;18;X;40;230;4;4;470357;6317718;133;321;F52;F
13-32-160-2-258R;822095;5;2018;2;2;F;0.278;0.00884901483590938;6.0;2.4;0.00615006531095702;0.01810;0;11;9;1;2;0;0;5;10;10;1;X;X;1;;6;;5;18;X;40;230;4;4;470357;6317718;133;321;F52;F
13-32-160-2-258R;822095;6;2018;2;2;F;2.356;0.07499380918490109;26.0;5.2;0.4417135360990674;0.03600;;;75;1;2;0;0;5;10;10;1;X;X;1;;6;;5;18;X;40;230;4;4;470357;6317718;133;321;F52;F
13-32-160-2-258R;822095;7;2018;49PS;49;F;0.253;0.008053240120449905;5.0;1.5;0.005093674376184564;0.01850;;;8;1;2;0;0;5;10;10;1;X;X;1;;6;;5;18;X;40;230;4;4;470357;6317718;133;321;F52;F
13-32-180-4-271R;854343;1;2018;19;19;F;0.792;0.025210142985756225;18.7;9.6;0.04991608311179732;0.07900;0;10;25;1;2;;0;;0;4;;X;X;1;;7;;9;3;X;40;230;0;4;516325;6258367;213;325;F30;F
13-32-180-4-271R;854343;2;2018;19;19;F;0.698;0.02221803005562859;17.7;12.7;0.03877046244707189;0.07450;0;10;22;1;2;;0;;0;4;;X;X;1;;7;;9;3;X;40;230;0;4;516325;6258367;213;325;F30;F
13-33-121-1-230R;826412;1;2018;51;51;R;0.349;0.011109015027814296;5.5;3.2;0.009692615611767973;;0;4;11;1;2;2;0;2;8;3;;X;X;1;;1;;9;0;X;21;233;0;4;381911;6441335;23;404;F21;F
13-33-129-2-220R;829146;4;2018;24;24;F;0.277;0.008817183847291002;8.5;4.0;0.0061058998142490195;0.02120;0;6;9;1;2;0;0;5;7;9;;X;X;1;;2;;9;0;X;30;230;0;4;416099;6463164;6;337;F30;F
13-33-129-2-220R;829146;11;2018;24;24;F;0.258;0.0082123950635418;7.9;3.6;0.005296994815984461;0.02670;0;6;8;1;2;0;0;5;7;9;;X;X;1;;2;;9;0;X;30;230;0;4;416099;6463164;6;337;F30;F
13-33-140-1-223R;838448;1;2018;53CO;53;R;0.263;0.008371550006633696;4.9;2.5;0.005504294129361654;;0;4;8;1;2;2;0;2;4;5;1;X;X;1;;8;;9;13;X;50;230;2;4;446133;6443001;47;241;F23;F
13-33-140-1-223R;838448;4;2018;53CO;53;R;0.414;0.013178029288008934;7.1;3.9;0.013639260313089246;0.04880;0;5;13;1;2;2;0;2;4;5;1;X;X;1;;8;;9;13;X;50;230;2;4;446133;6443001;47;241;F23;F
13-33-140-4-226R;848811;1;2018;19;19;F;0.697;0.02218619906701021;20.3;15.4;0.03865945187426529;0.05490;0;6;22;1;2;;0;;3;5;;X;X;1;;7;;9;0;X;50;230;8;4;443480;6434206;4;337;F30;F
13-33-140-4-226R;848811;2;2018;19;19;F;0.594;0.018907607239317167;19.6;12.8;0.02807779675038599;0.05250;0;6;19;1;2;;0;;3;5;;X;X;1;;7;;9;0;X;50;230;8;4;443480;6434206;4;337;F30;F
13-33-140-4-226R;848811;5;2018;17C;17;F;0.676;0.021517748306024247;14.2;4.9;0.03636499463718098;0.00330;;;22;0;1;;0;;3;5;;X;X;1;;7;;9;0;X;50;230;8;4;443480;6434206;4;337;F30;F
13-33-140-4-226R;848811;6;2018;31;31;F;0.258;0.0082123950635418;9.4;3.1;0.005296994815984461;0.00850;;;8;0;1;;0;;3;5;;X;X;1;;7;;9;0;X;50;230;8;4;443480;6434206;4;337;F30;F
13-33-140-4-226R;848811;7;2018;17C;17;F;1.053;0.03351803101515316;19.3;7.9;0.08823621664739069;0.00390;;;33;1;2;;0;;3;5;;X;X;1;;7;;9;0;X;50;230;8;4;443480;6434206;4;337;F30;F
13-33-140-4-226R;848811;8;2018;2;2;F;1.396;0.04443606011125718;14.4;3.9;0.15508184978828757;0.00540;;;45;1;0;;0;;3;5;;X;X;1;;7;;9;0;X;50;230;8;4;443480;6434206;4;337;F30;F
13-33-140-4-226R;848811;9;2018;17C;17;F;2.176;0.06926423123359285;22.8;6.3;0.3767974179107451;0.00230;;;69;1;2;;0;;3;5;;X;X;1;;7;;9;0;X;50;230;8;4;443480;6434206;4;337;F30;F
13-33-140-4-226R;848811;10;2018;17C;17;F;0.282;0.008976338790382897;9.1;3.2;0.006328318847219942;0.01940;;;9;0;0;;0;;3;5;;X;X;1;;7;;9;0;X;50;230;8;4;443480;6434206;4;337;F30;F
13-36-153-1-162R;857772;1;2018;14;14;F;0.786;0.02501915705404595;16.3;3.1;0.04916264361120029;0.01110;;;25;1;2;0;0;3;3;3;;X;X;2;4;5;3;8;0;X;50;230;8;4;547277;6612233;83;864;B82;B
13-37-129-4-146R;840937;9;2018;18C;18;F;0.385;0.012254930618075942;8.0;3.5;0.011795370719898094;0.01300;1;24;12;0;2;0;0;3;8;10;;X;X;1;;8;;7;0;X;50;230;0;4;491780;6683953;63;376;B62;B
13-37-129-4-146R;840937;13;2018;18C;18;F;0.421;0.013400846208337588;8.1;2.5;0.014104390634275312;0.01160;;;13;0;2;0;0;3;8;10;;X;X;1;;8;;7;0;X;50;230;0;4;491780;6683953;63;376;B62;B
13-37-129-4-146R;840937;17;2018;49AM;49;F;0.345;0.01098169107334078;7.4;1.4;0.009471708550756422;0.00880;;;11;0;1;0;0;3;8;10;;X;X;1;;8;;7;0;X;50;230;0;4;491780;6683953;63;376;B62;B
13-37-129-4-146R;840937;19;2018;49AM;49;F;0.497;0.015820001343334396;8.3;3.1;0.01965635166909299;0.01260;0;29;16;0;2;0;0;3;8;10;;X;X;1;;8;;7;0;X;50;230;0;4;491780;6683953;63;376;B62;B
13-37-133-4-141R;810850;1;2018;24;24;F;1.167;0.03714676371764837;22.8;1.4;0.10837568314623912;0.03060;0;25;37;0;2;0;0;5;6;6;;0;0;1;;2;;9;0;X;50;330;8;4;509017;6695095;40;376;B62;B
13-38-258-1-173R;835619;1;2018;29LI;29;F;0.294;0.009358310653803445;5.0;2.4;0.006878358330545533;0.00600;0;20;9;1;1;1;0;4;2;8;;4;4;1;;5;;5;0;X;31;938;0;4;849890;6471396;206;381;C52;C
13-38-258-1-173R;835619;2;2018;29LI;29;F;0.314;0.009994930426171026;6.2;2.8;0.007846020384544256;0.00700;0;21;10;1;1;1;0;4;2;8;;4;4;1;;5;;5;0;X;31;938;0;4;849890;6471396;206;381;C52;C
13-38-263-1-157R;853233;1;2018;19;19;F;0.457;0.014546761798599234;14.1;8.2;0.016619675354899624;0.04680;0;9;15;1;2;;0;;6;3;;X;X;1;;5;;9;0;X;48;330;0;4;881465;6513972;269;01X;E10;E
13-38-263-1-157R;853233;2;2018;19;19;F;0.454;0.014451268832744097;14.7;9.0;0.01640219012516455;0.03730;0;9;14;1;2;;0;;6;3;;X;X;1;;5;;9;0;X;48;330;0;4;881465;6513972;269;01X;E10;E
13-41-154-1-134R;867843;4;2018;51;51;R;0.552;0.017570705717345245;10.8;8.6;0.02424757388993644;0.02610;0;12;18;1;2;2;3;5;4;9;;0;0;2;1;3;8;9;0;X;22;230;0;4;578735;6694436;100;415;B70;B
13-41-154-1-134R;867843;5;2018;51;51;R;0.308;0.009803944494460754;9.9;4.0;0.00754903726073478;0.01090;;;10;1;2;2;3;5;4;9;;0;0;2;1;3;8;9;0;X;22;230;0;4;578735;6694436;100;415;B70;B
13-41-154-1-134R;867843;12;2018;51;51;R;0.628;0.019989860852342053;12.6;3.9;0.031384081538177025;0.02800;0;12;20;1;2;2;3;5;4;9;;0;0;2;1;3;8;9;0;X;22;230;0;4;578735;6694436;100;415;B70;B
13-41-154-1-134R;867843;16;2018;51;51;R;0.710;0.022600001919049137;13.2;4.1;0.04011500340631222;0.03830;;;23;1;2;2;3;5;4;9;;0;0;2;1;3;8;9;0;X;22;230;0;4;578735;6694436;100;415;B70;B
13-41-160-1-124R;853613;1;2018;2;2;F;0.274;0.008721690881435864;7.4;2.0;0.005974358253783568;0.02200;;;9;1;1;1;0;2;8;7;;X;X;2;3;8;8;9;0;X;31;230;0;4;607281;6718112;105;416;B70;B
13-41-160-1-124R;853613;3;2018;53CO;53;R;0.482;0.015342536514058711;8.1;5.0;0.018487756499440747;0.03050;0;10;15;1;2;1;0;2;8;7;;X;X;2;3;8;8;9;0;X;31;230;0;4;607281;6718112;105;416;B70;B
13-41-160-1-124R;853613;7;2018;53CO;53;R;0.378;0.012032113697747288;7.6;3.5;0.011370347444371189;0.02270;0;10;12;1;2;1;0;2;8;7;;X;X;2;3;8;8;9;0;X;31;230;0;4;607281;6718112;105;416;B70;B
13-41-165-3-132R;863585;1;2018;52;52;R;0.379;0.012063944686365667;5.8;3.0;0.011430587590331468;0.04050;0;9;12;1;2;2;0;2;2;10;;0;0;1;;1;;6;0;X;22;236;0;4;614325;6689344;125;416;B70;B
13-41-165-3-132R;863585;3;2018;52;52;R;0.453;0.014419437844125717;6.6;3.5;0.016330013358472374;0.03850;;;14;1;2;2;0;2;2;10;;0;0;1;;1;;6;0;X;22;236;0;4;614325;6689344;125;416;B70;B
13-41-165-3-132R;863585;4;2018;52;52;R;0.305;0.009708451528605616;5.4;2.9;0.007402694290561782;0.02900;0;7;10;1;2;2;0;2;2;10;;0;0;1;;1;;6;0;X;22;236;0;4;614325;6689344;125;416;B70;B
13-41-166-1-127R;812845;2;2018;12V;12;F;0.237;0.007543944302555839;8.2;1.7;0.004469786999264334;0.02400;0;7;8;0;2;2;0;3;2;8;;X;X;1;;2;;9;0;X;50;233;0;4;622356;6703009;105;416;B70;B
13-41-166-1-127R;812845;3;2018;12V;12;F;0.245;0.007798592211502872;8.9;2.0;0.004776637729545509;0.03070;0;5;8;0;2;2;0;3;2;8;;X;X;1;;2;;9;0;X;50;233;0;4;622356;6703009;105;416;B70;B
13-42-226-1-163R;815536;4;2018;64;64;R;0.361;0.011490986891234845;8.4;3.6;0.010370615669339446;0.03200;0;7;11;1;2;2;0;2;0;9;1;1;2;2;6;5;3;8;21;X;40;230;3;4;764431;6534464;675;31;G22;G
13-42-226-1-163R;815536;8;2018;64;64;R;0.409;0.013018874344917039;7.6;4.6;0.013311799017677673;0.04640;;;13;1;2;2;0;2;0;9;1;1;2;2;6;5;3;8;21;X;40;230;3;4;764431;6534464;675;31;G22;G
13-42-226-1-163R;815536;13;2018;64;64;R;0.317;0.010090423392026164;5.5;2.7;0.007996660538180735;0.03400;0;7;10;1;2;2;0;2;0;9;1;1;2;2;6;5;3;8;21;X;40;230;3;4;764431;6534464;675;31;G22;G
13-42-236-1-178R;876680;1;2018;72V;72;R;1.841;0.05860085004643587;14.8;3.0;0.26971041233872106;0.03910;;;59;1;2;1;0;4;9;9;;3;4;1;;4;;6;4;0;22;237;0;4;778958;6479154;891;436;G22;G
13-42-236-1-178R;876680;3;2018;72V;72;R;1.091;0.034727608582651566;19.0;16.6;0.09471955240918213;0.03300;;;35;1;2;1;0;4;9;9;;3;4;1;;4;;6;4;0;22;237;0;4;778958;6479154;891;436;G22;G
13-42-236-1-178R;876680;8;2018;72V;72;R;1.445;0.04599577855355775;18.0;15.6;0.16615975002472738;0.03510;;;46;1;2;1;0;4;9;9;;3;4;1;;4;;6;4;0;22;237;0;4;778958;6479154;891;436;G22;G
13-42-236-1-178R;876680;9;2018;64;64;R;0.427;0.013591832140047862;7.9;4.7;0.014509280809501092;0.04700;0;9;14;1;2;1;0;4;9;9;;3;4;1;;4;;6;4;0;22;237;0;4;778958;6479154;891;436;G22;G
13-42-236-1-178R;876680;12;2018;64;64;R;0.245;0.007798592211502872;3.6;1.8;0.004776637729545509;0.03250;0;7;8;1;2;1;0;4;9;9;;3;4;1;;4;;6;4;0;22;237;0;4;778958;6479154;891;436;G22;G
13-44-089-1-144T;828516;1;2018;2;2;F;0.293;0.009326479665185067;5.1;2.0;0.006831646354748061;0.01740;0;11;9;0;2;0;0;;6;4;;X;X;2;6;5;4;5;0;X;10;230;0;4;374477;6731504;56;441;A22;A
13-44-089-1-144T;828516;2;2018;2;2;F;0.261;0.008307888029396937;5.5;2.1;0.005420896939181501;0.01390;0;11;8;0;2;0;0;;6;4;;X;X;2;6;5;4;5;0;X;10;230;0;4;374477;6731504;56;441;A22;A
13-45-185-1-115R;854107;1;2018;53CO;53;R;0.276;0.008785352858672622;5.5;2.2;0.00606189347248411;0.03560;0;5;9;1;2;2;0;2;3;7;;1;1;2;3;8;4;9;0;X;99;230;0;4;691485;6720040;182;89B;B53;B
13-45-185-1-115R;854107;2;2018;53CO;53;R;0.290;0.00923098669932993;4.8;2.4;0.0066924653570141985;0.03620;0;5;9;1;2;2;0;2;3;7;;1;1;2;3;8;4;9;0;X;99;230;0;4;691485;6720040;182;89B;B53;B
13-46-195-1-229R;869822;1;2018;5;5;F;0.344;0.0109498600847224;8.0;2.7;0.009416879672861263;0.00500;0;33;11;1;2;0;0;5;5;7;3;8;8;1;;9;;1;7;X;50;310;2;4;604454;6369077;296;463;F40;F
13-46-195-1-229R;869822;2;2018;5;5;F;0.732;0.023300283668653478;11.3;3.6;0.042639519113635865;0.00780;0;43;23;1;2;0;0;5;5;7;3;8;8;1;;9;;1;7;X;50;310;2;4;604454;6369077;296;463;F40;F
13-47-151-2-238R;863745;1;2018;19;19;F;0.284;0.009040000767619656;8.2;3.3;0.006418400545009956;;0;4;9;1;2;;0;;0;4;;X;X;1;;6;;9;0;X;55;330;8;4;463904;6386475;17;337;F30;F
13-47-151-2-238R;863745;2;2018;19;19;F;0.284;0.009040000767619656;8.2;3.3;0.006418400545009956;;0;4;9;1;2;;0;;0;4;;X;X;1;;6;;9;0;X;55;330;8;4;463904;6386475;17;337;F30;F
13-47-155-1-236R;806443;1;2018;19;19;F;0.617;0.019639719977539886;15.1;9.9;0.030294268065355272;0.08900;0;7;20;1;2;;0;;0;3;;X;X;1;;7;;9;0;X;50;230;8;4;478146;6388637;48;473;F30;F
13-47-165-1-246R;818235;1;2018;19;19;F;0.710;0.022600001919049137;15.8;10.9;0.04011500340631222;0.05000;0;10;23;1;2;;0;;0;4;;X;X;1;;9;;9;0;X;50;230;8;4;497530;6348964;41;337;F30;F
13-47-165-1-246R;818235;2;2018;19;19;F;0.621;0.019767043932013402;14.7;9.1;0.030688335704450807;0.04630;0;10;20;1;2;;0;;0;4;;X;X;1;;9;;9;0;X;50;230;8;4;497530;6348964;41;337;F30;F
13-47-168-2-236R;813633;2;2018;21C;21;F;0.350;0.011140846016432676;10.0;5.2;0.00974824026437859;0.01040;1;21;11;1;2;0;0;5;4;10;3;X;X;1;;7;;9;9;X;40;230;7;4;516598;6375458;78;473;F30;F
13-47-168-2-236R;813633;3;2018;17C;17;F;0.256;0.008148733086305041;10.1;3.6;0.005215189175235226;0.01360;0;17;8;1;2;0;0;5;4;10;3;X;X;1;;7;;9;9;X;40;230;7;4;516598;6375458;78;473;F30;F
13-47-170-1-231T;829943;5;2018;51;51;R;0.432;0.013750987083139758;8.7;5.2;0.014851066049790938;0.02950;1;11;14;1;2;2;0;4;5;7;1;X;X;1;;8;;9;10;X;28;230;7;4;527795;6388219;139;245;F15;F
13-47-170-1-231T;829943;6;2018;10;10;F;0.391;0.012445916549786216;8.0;3.4;0.012165883427416025;0.01050;0;25;12;1;2;2;0;4;5;7;1;X;X;1;;8;;9;10;X;28;230;7;4;527795;6388219;139;245;F15;F
13-47-170-1-231T;829943;7;2018;49AM;49;F;0.364;0.01158647985708998;7.1;3.0;0.010543696669951882;0.00400;;;11;1;2;2;0;4;5;7;1;X;X;1;;8;;9;10;X;28;230;7;4;527795;6388219;139;245;F15;F
13-47-172-1-232R;871879;1;2018;25C;25;F;0.242;0.0077030992456477345;7.0;2.4;0.00466037504361688;0.02150;1;9;8;0;2;0;0;4;10;4;3;X;X;1;;5;;9;9;X;50;230;4;4;532629;6383627;145;245;F15;F
13-47-172-1-232R;871879;4;2018;5;5;F;0.365;0.011618310845708359;9.5;4.2;0.010601708646708879;0.01280;0;10;12;1;2;0;0;4;10;4;3;X;X;1;;5;;9;9;X;50;230;4;4;532629;6383627;145;245;F15;F
13-49-108-4-135R;848398;1;2018;18C;18;F;1.551;0.049369863347105934;12.1;3.3;0.19143164512840324;0.00210;;;49;1;2;2;0;2;2;6;;1;1;1;;4;;6;0;X;50;230;0;4;440752;6738368;26;441;A22;A
13-49-108-4-135R;848398;4;2018;18C;18;F;0.997;0.03173549565252393;11.1;2.3;0.0791007229139159;0.00310;;;32;1;2;2;0;2;2;6;;1;1;1;;4;;6;0;X;50;230;0;4;440752;6738368;26;441;A22;A
13-49-108-4-135R;848398;6;2018;18C;18;F;0.289;0.009199155710711551;11.1;6.0;0.006646390000989095;0.00150;;;9;0;2;2;0;2;2;6;;1;1;1;;4;;6;0;X;50;230;0;4;440752;6738368;26;441;A22;A
13-49-108-4-135R;848398;7;2018;49EV;49;F;0.363;0.011554648868471601;8.3;2.1;0.010485843848137978;0.00350;;;11;0;0;2;0;2;2;6;;1;1;1;;4;;6;0;X;50;230;0;4;440752;6738368;26;441;A22;A
13-49-108-4-135R;848398;8;2018;18C;18;F;0.455;0.014483099821362476;10.2;1.5;0.016474526046799817;0.00260;;;15;0;2;2;0;2;2;6;;1;1;1;;4;;6;0;X;50;230;0;4;440752;6738368;26;441;A22;A
13-49-123-2-151R;820004;1;2018;27C;27;F;0.709;0.022568170930430762;9.9;1.9;0.04000208297418852;0.02300;;;23;1;2;0;0;;8;9;;X;X;2;7;9;3;8;0;X;50;330;0;4;469309;6675902;37;494;B81;B
13-49-123-2-151R;820004;2;2018;29AF;29;F;0.310;0.009867606471697512;5.9;1.6;0.007647395015565572;0.01010;;;10;1;0;0;0;;8;9;;X;X;2;7;9;3;8;0;X;50;330;0;4;469309;6675902;37;494;B81;B
13-53-095-1-134R;843595;1;2018;19;19;F;0.645;0.0205309876588545;18.5;12.9;0.03310621759990288;0.04400;0;12;21;1;2;;0;;1;7;;X;X;1;;6;;6;0;X;31;234;0;4;402615;6754690;39;441;A22;A
13-53-095-1-134R;843595;2;2018;19;19;F;0.714;0.022727325873522657;19.8;13.8;0.040568276684237944;0.04850;0;12;23;1;2;;0;;1;7;;X;X;1;;6;;6;0;X;31;234;0;4;402615;6754690;39;441;A22;A
13-56-063-4-134R;817065;1;2018;2;2;F;0.307;0.009772113505842374;8.3;3.5;0.007500097115734022;0.01800;0;10;10;1;2;2;0;2;1;7;3;2;2;1;;6;;4;6;X;31;230;4;4;306798;6788044;54;564;A12;A
13578-16050-2-4T;677547;1;2016;17O;17;F;0.560;0.017825353626292277;8.8;3.3;0.02495549507680919;0.02500;0;16;18;0;2;1;0;3;5;7;;4;4;;0;7;;4;0;0;45;338;0;4;855544;6287619;55;138;J22;J
13578-16050-2-4T;677547;2;2016;17O;17;F;0.400;0.012732395447351628;8.0;3.3;0.012732395447351628;0.01480;0;21;13;0;2;1;0;3;5;7;;4;4;;0;7;;4;0;0;45;338;0;4;855544;6287619;55;138;J22;J
13578-16050-2-4T;677547;4;2016;17O;17;F;0.740;0.02355493157760051;9.9;3.0;0.043576623418560945;0.02920;;;24;0;2;1;0;3;5;7;;4;4;;0;7;;4;0;0;45;338;0;4;855544;6287619;55;138;J22;J
13-60-163-2-053R;863432;1;2018;2;2;F;1.673;0.053253243958548184;19.0;2.0;0.22273169285662775;0.02350;0;40;53;1;2;0;0;5;5;7;3;X;X;1;;5;;9;10;X;40;330;4;4;688624;6927666;58;23;B41;B
13-61-100-3-097R;866009;1;2018;2;2;F;0.381;0.012127606663602426;6.5;2.0;0.011551545347081311;0.04980;0;8;12;1;2;0;0;4;7;4;2;X;X;1;;5;;9;8;0;99;230;4;4;455954;6860684;189;503;A13;A
13-61-106-2-103R;825113;1;2018;19;19;F;0.474;0.015087888605111678;11.9;5.8;0.017879147997057337;0.05980;0;12;15;1;2;2;0;2;1;7;;X;X;1;;4;;9;0;X;99;234;0;4;467131;6836223;269;617;A13;A
13-61-106-2-103R;825113;2;2018;13G;13;F;0.290;0.00923098669932993;7.3;2.5;0.0066924653570141985;0.03140;1;9;9;1;2;2;0;2;1;7;;X;X;1;;4;;9;0;X;99;234;0;4;467131;6836223;269;617;A13;A
13-61-121-4-101R;880258;7;2018;25M;25;F;0.596;0.018971269216553927;14.3;7.3;0.028267191132665345;0.02070;0;16;19;0;2;0;0;4;6;6;;X;X;1;;6;;9;0;X;40;234;9;4;514562;6827244;212;619;B33;B
13-61-121-4-101R;880258;11;2018;15S;15;F;0.260;0.008276057040778557;13.1;2.8;0.005379437076506062;0.01820;;;8;1;2;0;0;4;6;6;;X;X;1;;6;;9;0;X;40;234;9;4;514562;6827244;212;619;B33;B
13-61-121-4-101R;880258;12;2018;25M;25;F;0.718;0.022854649827996173;15.3;1.7;0.04102409644125313;0.02010;;;23;1;2;0;0;4;6;6;;X;X;1;;6;;9;0;X;40;234;9;4;514562;6827244;212;619;B33;B
13-61-121-4-101R;880258;19;2018;25M;25;F;0.355;0.011300000959524568;11.3;6.8;0.010028750851578056;0.02150;0;11;11;1;2;0;0;4;6;6;;X;X;1;;6;;9;0;X;40;234;9;4;514562;6827244;212;619;B33;B
13-61-121-4-104R;831265;1;2018;13G;13;F;0.352;0.011204507993669432;9.6;3.1;0.009859967034429101;0.01440;0;9;11;0;2;0;0;;0;3;;X;X;2;5;9;4;9;0;X;48;230;9;4;511473;6818104;165;619;B33;B
13-61-121-4-104R;831265;4;2018;13G;13;F;0.303;0.009644789551368858;10.6;3.1;0.00730592808516191;0.01900;0;9;10;0;2;0;0;;0;3;;X;X;2;5;9;4;9;0;X;48;230;9;4;511473;6818104;165;619;B33;B
13-62-136-4-020R;828385;1;2018;25M;25;F;0.262;0.008339719018015316;7.3;1.4;0.005462515956800032;0.04920;0;5;8;0;2;0;0;3;2;8;;X;X;2;5;7;5;9;0;X;40;230;0;4;641780;7054196;80;625;B10;B
13-62-136-4-020R;828385;3;2018;25M;25;F;0.313;0.009963099437552648;8.9;1.4;0.007796125309884948;0.03150;0;7;10;0;2;0;0;3;2;8;;X;X;2;5;7;5;9;0;X;40;230;0;4;641780;7054196;80;625;B10;B
13-63-197-1-166R;847237;1;2018;25B;25;F;0.759;0.02415972036134971;7.1;1.5;0.04584306938566108;0.02670;;;24;1;2;1;0;4;2;3;;X;X;1;;9;;9;;X;48;230;9;4;675276;6555154;542;636;G13;G
13-63-197-1-166R;847237;2;2018;17C;17;F;0.505;0.016074649252281432;8.7;4.9;0.020294244681005304;0.01160;;;16;1;2;1;0;4;2;3;;X;X;1;;9;;9;;X;48;230;9;4;675276;6555154;542;636;G13;G
13-64-141-1-286R;828913;2;2018;24;24;F;0.338;0.010758874153012124;12.6;4.7;0.009091248659295245;0.03500;1;7;11;0;2;1;0;6;2;6;1;0;0;1;;7;;7;15;X;40;230;4;4;384324;6253246;133;644;F51;F
13-64-141-1-286R;828913;4;2018;25M;25;F;0.298;0.009485634608276963;11.8;2.2;0.007066797783166336;0.03100;0;7;10;0;2;1;0;6;2;6;1;0;0;1;;7;;7;15;X;40;230;4;4;384324;6253246;133;644;F51;F
13-67-275-1-048R;814417;2;2018;49PS;49;F;0.315;0.010026761414789406;6.0;2.0;0.007896074614146657;0.00380;0;43;10;0;2;0;0;4;7;6;3;1;1;2;6;5;3;8;15;1;50;230;5;4;1028806;6828146;234;676;D12;D
13-69-239-1-157R;856017;1;2018;10;10;F;1.775;0.05650000479762284;15.5;2.3;0.25071877128945136;0.02860;0;39;57;1;2;0;0;;8;5;1;5;5;1;;4;;5;50;X;50;230;4;4;809305;6539043;630;690;G41;G
13-69-239-1-157R;856017;2;2018;17C;17;F;0.310;0.009867606471697512;7.5;3.0;0.007647395015565572;0.03260;1;12;10;1;2;0;0;;8;5;1;5;5;1;;4;;5;50;X;50;230;4;4;809305;6539043;630;690;G41;G
13-70-257-2-080R;829203;1;2018;19;19;F;2.190;0.06970986507425016;33.0;19.4;0.38166151128151965;0.05600;0;35;70;1;2;0;0;4;1;8;;0;0;2;4;1;8;9;2;X;50;230;8;4;942102;6750646;230;218;C51;C
13-71-239-3-130R;806799;1;2018;17C;17;F;0.745;0.023714086520692405;12.4;2.7;0.0441674861447896;0.03720;0;16;24;1;2;0;0;4;3;10;;X;X;1;;9;;2;0;X;50;230;8;4;837513;6619413;182;218;C51;C
13-71-239-3-130R;806799;2;2018;17C;17;F;0.656;0.02088112853365667;12.3;2.7;0.034245050795196935;0.02450;0;16;21;1;2;0;0;4;3;10;;X;X;1;;9;;2;0;X;50;230;8;4;837513;6619413;182;218;C51;C
13-71-239-3-130R;806799;3;2018;49PS;49;F;0.254;0.008085071109068283;7.1;1.8;0.00513402015425836;0.00630;;;8;0;1;0;0;4;3;10;;X;X;1;;9;;2;0;X;50;230;8;4;837513;6619413;182;218;C51;C
13-71-244-1-127R;819381;1;2018;62;62;R;1.366;0.04348113045270581;8.1;8.1;0.14848806049599034;0.03040;0;17;44;1;2;1;0;4;8;5;;X;X;1;;6;;3;0;X;50;234;0;4;855790;6623621;203;17;C51;C
13-71-244-1-127R;819381;3;2018;12V;12;F;0.307;0.009772113505842374;8.4;3.2;0.007500097115734022;0.01320;;;10;1;2;1;0;4;8;5;;X;X;1;;6;;3;0;X;50;234;0;4;855790;6623621;203;17;C51;C
13-71-244-1-127R;819381;4;2018;27C;27;F;0.273;0.008689859892817486;6.0;1.9;0.005930829376847934;0.01370;1;10;9;1;2;1;0;4;8;5;;X;X;1;;6;;3;0;X;50;234;0;4;855790;6623621;203;17;C51;C
