"","npp","ser_86","esspre","sver","vh","hm"
"235","21-41-168-1-127T","B70","52","5",188.832314923381,20.9
"236","21-41-168-1-129T","B70","53","6",364.269865409204,22.6
"237","21-41-169-1-122T","B70","02","5",115.093302530462,27.1
"238","21-41-169-1-124T","B70","02","5",239.825545532737,27.1
"239","21-41-169-1-126T","B70","12","6",237.724228654376,22.3
"240","21-41-169-1-128T","B70","12","5",106.530008812524,17.9
"241","21-41-169-1-130T","B70","02","5",337.405187613199,29.2
"242","21-41-170-1-125T","B70","52","6",293.950456173719,25
"243","21-41-170-1-129T","B70","52","6",310.34305916227,21.1
"244","21-45-156-1-117T","B70","03","6",292.581552109734,22.9
"245","21-45-157-1-108T","B70","02","5",104.515456218458,22.8
"246","21-45-157-1-114T","B70","27","6",276.307851933482,31.9
"247","21-45-157-1-116T","B70","03","4",36.0675125656122,15.8
"248","21-45-157-1-118T","B70","02","6",699.567468104904,29.4
"249","21-45-158-1-109T","B70","03","6",46.204742290806,10.2
"250","21-45-159-1-114T","B70","53","5",360.122597103387,24.2
"251","21-45-159-1-118T","B70","03","6",145.811066132443,25
"252","21-45-160-1-107T","B70","03","6",282.843318854099,32
